i,x_i,v_i,E_i
0,-3.09253,6.67602e-05,-4.02444e-05
1,-2.99441,0.000200281,-0.000120733
2,-2.8963,0.000329682,-0.000199371
3,-2.7982,0.000453673,-0.0002756
4,-2.70009,0.000573312,-0.000365282
5,-2.60196,0.000685295,-0.00047805
6,-2.50382,0.000824607,-0.000583711
7,-2.40565,0.00102931,-0.000673009
8,-2.30753,0.00122767,-0.000723987
9,-2.20957,0.00140687,-0.000652405
10,-2.11159,0.00155503,-0.000567583
11,-2.01358,0.001507,-0.000417804
12,-1.91548,0.00145942,-0.00027348
13,-1.81766,0.00115806,-0.000178651
14,-1.71962,0.000879073,-8.49781e-05
15,-1.62037,0.000298784,-3.16266e-05
16,-1.52112,-0.000281505,2.17249e-05
17,-1.4224,-0.000774926,9.15988e-05
18,-1.3237,-0.00127088,0.000161626
19,-1.2258,-0.00140541,0.000282582
20,-1.12821,-0.00156277,0.000406664
21,-1.03009,-0.0015155,0.000542678
22,-0.931942,-0.00145416,0.00068051
23,-0.833966,-0.0012516,0.000706712
24,-0.736035,-0.00101684,0.000704583
25,-0.637856,-0.000833046,0.000605207
26,-0.539584,-0.000666615,0.000469483
27,-0.441457,-0.000553076,0.000362742
28,-0.343404,-0.00046582,0.000270569
29,-0.245304,-0.0003426,0.000193023
30,-0.147174,-0.000195531,0.000125293
31,-0.0490547,-6.14075e-05,4.53359e-05
32,0.0490547,6.14075e-05,-4.53359e-05
33,0.147174,0.000195531,-0.000125293
34,0.245304,0.0003426,-0.000193023
35,0.343404,0.00046582,-0.000270569
36,0.441457,0.000553076,-0.000362742
37,0.539584,0.000666615,-0.000469483
38,0.637856,0.000833046,-0.000605207
39,0.736035,0.00101684,-0.000704583
40,0.833966,0.0012516,-0.000706712
41,0.931942,0.00145416,-0.00068051
42,1.03009,0.0015155,-0.000542678
43,1.12821,0.00156277,-0.000406664
44,1.2258,0.00140541,-0.000282582
45,1.3237,0.00127088,-0.000161626
46,1.4224,0.000774926,-9.15988e-05
47,1.52112,0.000281505,-2.17249e-05
48,1.62037,-0.000298784,3.16266e-05
49,1.71962,-0.000879073,8.49781e-05
50,1.81766,-0.00115806,0.000178651
51,1.91548,-0.00145942,0.00027348
52,2.01358,-0.001507,0.000417804
53,2.11159,-0.00155503,0.000567583
54,2.20957,-0.00140687,0.000652405
55,2.30753,-0.00122767,0.000723987
56,2.40565,-0.00102931,0.000673009
57,2.50382,-0.000824607,0.000583711
58,2.60196,-0.000685295,0.00047805
59,2.70009,-0.000573312,0.000365282
60,2.7982,-0.000453673,0.0002756
61,2.8963,-0.000329682,0.000199371
62,2.99441,-0.000200281,0.000120733
63,3.09253,-6.67602e-05,4.02444e-05
