i,x_i,v_i,E_i
0,-3.09462,-0.00243515,0.00348182
1,-3.00023,-0.00727898,0.0104782
2,-2.90701,-0.0123815,0.0184846
3,-2.80998,-0.0165604,0.0290134
4,-2.72031,-0.0224869,0.0403642
5,-2.63395,-0.027356,0.0585304
6,-2.53118,-0.0292722,0.0800415
7,-2.46174,-0.0373312,0.0915318
8,-2.35561,-0.0349362,0.109094
9,-2.26726,-0.0371713,0.115235
10,-2.1668,-0.0366321,0.118466
11,-2.07317,-0.0384344,0.120376
12,-1.97028,-0.0394205,0.121626
13,-1.87773,-0.0426121,0.122581
14,-1.77668,-0.043944,0.12345
15,-1.68033,-0.0455498,0.123729
16,-1.58202,-0.046039,0.123301
17,-1.48205,-0.04488,0.122496
18,-1.38602,-0.0436848,0.121144
19,-1.28242,-0.0401164,0.119288
20,-1.18965,-0.0389099,0.11693
21,-1.0847,-0.0358268,0.113737
22,-0.988481,-0.0342969,0.109611
23,-0.881182,-0.0319483,0.102986
24,-0.788916,-0.0336925,0.0929872
25,-0.668918,-0.0280331,0.0779125
26,-0.575755,-0.0289926,0.0630505
27,-0.464495,-0.0242192,0.0464079
28,-0.356355,-0.0183987,0.0319905
29,-0.253998,-0.0137862,0.0205377
30,-0.15205,-0.00832008,0.0114159
31,-0.0501372,-0.00272011,0.00340318
32,0.0501372,0.00272011,-0.00340318
33,0.15205,0.00832008,-0.0114159
34,0.253998,0.0137862,-0.0205377
35,0.356355,0.0183987,-0.0319905
36,0.464495,0.0242192,-0.0464079
37,0.575755,0.0289926,-0.0630505
38,0.668918,0.0280331,-0.0779125
39,0.788916,0.0336925,-0.0929872
40,0.881182,0.0319483,-0.102986
41,0.988481,0.0342969,-0.109611
42,1.0847,0.0358268,-0.113737
43,1.18965,0.0389099,-0.11693
44,1.28242,0.0401164,-0.119288
45,1.38602,0.0436848,-0.121144
46,1.48205,0.04488,-0.122496
47,1.58202,0.046039,-0.123301
48,1.68033,0.0455498,-0.123729
49,1.77668,0.043944,-0.12345
50,1.87773,0.0426121,-0.122581
51,1.97028,0.0394205,-0.121626
52,2.07317,0.0384344,-0.120376
53,2.1668,0.0366321,-0.118466
54,2.26726,0.0371713,-0.115235
55,2.35561,0.0349362,-0.109094
56,2.46174,0.0373312,-0.0915318
57,2.53118,0.0292722,-0.0800415
58,2.63395,0.027356,-0.0585304
59,2.72031,0.0224869,-0.0403642
60,2.80998,0.0165604,-0.0290134
61,2.90701,0.0123815,-0.0184846
62,3.00023,0.00727898,-0.0104782
63,3.09462,0.00243515,-0.00348182
