i,x_i,v_i,E_i
0,-3.095,-0.00253762,0.00467969
1,-3.00158,-0.00757618,0.0140632
2,-2.9091,-0.0121229,0.024664
3,-2.81683,-0.0156844,0.037993
4,-2.7256,-0.019272,0.0515651
5,-2.63668,-0.0220565,0.0676961
6,-2.54182,-0.0223706,0.0849063
7,-2.45454,-0.0254741,0.0958547
8,-2.35766,-0.0245052,0.10744
9,-2.2646,-0.0266476,0.113825
10,-2.16716,-0.0276863,0.118503
11,-2.07262,-0.0305717,0.122247
12,-1.97446,-0.032253,0.125556
13,-1.87937,-0.0347641,0.128122
14,-1.78148,-0.0358462,0.130064
15,-1.68437,-0.0367227,0.131176
16,-1.58617,-0.0368177,0.131045
17,-1.48706,-0.0361659,0.130184
18,-1.38867,-0.0354314,0.127882
19,-1.28758,-0.0333031,0.124904
20,-1.1889,-0.0317838,0.120574
21,-1.08629,-0.0285488,0.115646
22,-0.987066,-0.0264079,0.10981
23,-0.883965,-0.0238095,0.102801
24,-0.784089,-0.0231148,0.0935676
25,-0.677092,-0.0206264,0.0823828
26,-0.574211,-0.0207625,0.0687524
27,-0.467294,-0.0183214,0.0546981
28,-0.362473,-0.0159162,0.0411054
29,-0.258545,-0.0124062,0.0284564
30,-0.155611,-0.0080128,0.0169823
31,-0.0518763,-0.0028395,0.00559645
32,0.0518763,0.0028395,-0.00559645
33,0.155611,0.0080128,-0.0169823
34,0.258545,0.0124062,-0.0284564
35,0.362473,0.0159162,-0.0411054
36,0.467294,0.0183214,-0.0546981
37,0.574211,0.0207625,-0.0687524
38,0.677092,0.0206264,-0.0823828
39,0.784089,0.0231148,-0.0935676
40,0.883965,0.0238095,-0.102801
41,0.987066,0.0264079,-0.10981
42,1.08629,0.0285488,-0.115646
43,1.1889,0.0317838,-0.120574
44,1.28758,0.0333031,-0.124904
45,1.38867,0.0354314,-0.127882
46,1.48706,0.0361659,-0.130184
47,1.58617,0.0368177,-0.131045
48,1.68437,0.0367227,-0.131176
49,1.78148,0.0358462,-0.130064
50,1.87937,0.0347641,-0.128122
51,1.97446,0.032253,-0.125556
52,2.07262,0.0305717,-0.122247
53,2.16716,0.0276863,-0.118503
54,2.2646,0.0266476,-0.113825
55,2.35766,0.0245052,-0.10744
56,2.45454,0.0254741,-0.0958547
57,2.54182,0.0223706,-0.0849063
58,2.63668,0.0220565,-0.0676961
59,2.7256,0.019272,-0.0515651
60,2.81683,0.0156844,-0.037993
61,2.9091,0.0121229,-0.024664
62,3.00158,0.00757618,-0.0140632
63,3.095,0.00253762,-0.00467969
