i,x_i,v_i,E_i
0,-3.09188,-0.00424362,-0.00106705
1,-2.99223,-0.0127026,-0.00320578
2,-2.89361,-0.0215076,-0.00424518
3,-2.79537,-0.0307171,-0.00401733
4,-2.69794,-0.0404915,-0.00308725
5,-2.60253,-0.0513986,-0.00111095
6,-2.50295,-0.0602916,0.000923754
7,-2.40984,-0.0700486,0.00276801
8,-2.31024,-0.0762393,0.00443597
9,-2.21368,-0.0819562,0.00492042
10,-2.114,-0.0860447,0.00517582
11,-2.01625,-0.0904218,0.00397878
12,-1.91601,-0.0933403,0.00281193
13,-1.81837,-0.0966755,0.00224114
14,-1.7192,-0.098404,0.0017269
15,-1.62122,-0.0995715,0.00293272
16,-1.523,-0.099619,0.00414151
17,-1.42469,-0.0985192,0.00536236
18,-1.32741,-0.0969284,0.00657071
19,-1.22878,-0.093612,0.00742369
20,-1.13229,-0.090509,0.00821713
21,-1.03349,-0.0852978,0.00898682
22,-0.937362,-0.0808162,0.00972664
23,-0.83823,-0.0745787,0.0087666
24,-0.741377,-0.0689472,0.00725218
25,-0.639563,-0.0598715,0.00402613
26,-0.540367,-0.0520377,0.000153794
27,-0.439245,-0.0419187,-0.00249896
28,-0.339956,-0.0324412,-0.00446932
29,-0.242002,-0.0231935,-0.00435925
30,-0.145304,-0.0142119,-0.00307596
31,-0.0483429,-0.00478919,-0.00118901
32,0.0483429,0.00478919,0.00118901
33,0.145304,0.0142119,0.00307596
34,0.242002,0.0231935,0.00435925
35,0.339956,0.0324412,0.00446932
36,0.439245,0.0419187,0.00249896
37,0.540367,0.0520377,-0.000153794
38,0.639563,0.0598715,-0.00402613
39,0.741377,0.0689472,-0.00725218
40,0.83823,0.0745787,-0.0087666
41,0.937362,0.0808162,-0.00972664
42,1.03349,0.0852978,-0.00898682
43,1.13229,0.090509,-0.00821713
44,1.22878,0.093612,-0.00742369
45,1.32741,0.0969284,-0.00657071
46,1.42469,0.0985192,-0.00536236
47,1.523,0.099619,-0.00414151
48,1.62122,0.0995715,-0.00293272
49,1.7192,0.098404,-0.0017269
50,1.81837,0.0966755,-0.00224114
51,1.91601,0.0933403,-0.00281193
52,2.01625,0.0904218,-0.00397878
53,2.114,0.0860447,-0.00517582
54,2.21368,0.0819562,-0.00492042
55,2.31024,0.0762393,-0.00443597
56,2.40984,0.0700486,-0.00276801
57,2.50295,0.0602916,-0.000923754
58,2.60253,0.0513986,0.00111095
59,2.69794,0.0404915,0.00308725
60,2.79537,0.0307171,0.00401733
61,2.89361,0.0215076,0.00424518
62,2.99223,0.0127026,0.00320578
63,3.09188,0.00424362,0.00106705
