i,x_i,v_i,E_i
0,-3.0927,-0.00490605,0.000269813
1,-2.99491,-0.0146709,0.000809449
2,-2.89711,-0.0242946,0.00133702
3,-2.79931,-0.0336844,0.00184843
4,-2.70149,-0.0427499,0.00234018
5,-2.60366,-0.0514041,0.0027962
6,-2.5058,-0.0595634,0.00322944
7,-2.40793,-0.0671496,0.00360498
8,-2.31002,-0.0740892,0.00395876
9,-2.2121,-0.080316,0.00423177
10,-2.11414,-0.0857695,0.00448753
11,-2.01614,-0.090398,0.00463969
12,-1.91812,-0.094154,0.00488209
13,-1.82005,-0.0969857,0.00623314
14,-1.72195,-0.0988824,0.00758494
15,-1.62382,-0.0998044,0.0089642
16,-1.52564,-0.0997645,0.010344
17,-1.42743,-0.0987845,0.0102928
18,-1.32918,-0.0968525,0.0101564
19,-1.23089,-0.0940101,0.00971504
20,-1.13257,-0.0902632,0.00923216
21,-1.03421,-0.0856469,0.00864389
22,-0.93582,-0.0802047,0.00803216
23,-0.837401,-0.0739898,0.00733459
24,-0.738953,-0.0670616,0.00660959
25,-0.64048,-0.0594874,0.00581954
26,-0.541984,-0.0513397,0.00500149
27,-0.443469,-0.0426973,0.00413904
28,-0.344937,-0.0336434,0.00325178
29,-0.246393,-0.0242653,0.00233958
30,-0.147839,-0.0146533,0.00140968
31,-0.0492804,-0.00490018,0.000472153
32,0.0492804,0.00490018,-0.000472153
33,0.147839,0.0146533,-0.00140968
34,0.246393,0.0242653,-0.00233958
35,0.344937,0.0336434,-0.00325178
36,0.443469,0.0426973,-0.00413904
37,0.541984,0.0513397,-0.00500149
38,0.64048,0.0594874,-0.00581954
39,0.738953,0.0670616,-0.00660959
40,0.837401,0.0739898,-0.00733459
41,0.93582,0.0802047,-0.00803216
42,1.03421,0.0856469,-0.00864389
43,1.13257,0.0902632,-0.00923216
44,1.23089,0.0940101,-0.00971504
45,1.32918,0.0968525,-0.0101564
46,1.42743,0.0987845,-0.0102928
47,1.52564,0.0997645,-0.010344
48,1.62382,0.0998044,-0.0089642
49,1.72195,0.0988824,-0.00758494
50,1.82005,0.0969857,-0.00623314
51,1.91812,0.094154,-0.00488209
52,2.01614,0.090398,-0.00463969
53,2.11414,0.0857695,-0.00448753
54,2.2121,0.080316,-0.00423177
55,2.31002,0.0740892,-0.00395876
56,2.40793,0.0671496,-0.00360498
57,2.5058,0.0595634,-0.00322944
58,2.60366,0.0514041,-0.0027962
59,2.70149,0.0427499,-0.00234018
60,2.79931,0.0336844,-0.00184843
61,2.89711,0.0242946,-0.00133702
62,2.99491,0.0146709,-0.000809449
63,3.0927,0.00490605,-0.000269813
