i,x_i,v_i,E_i
0,-3.09474,0.00379131,0.00369787
1,-3.00094,0.0114312,0.0111011
2,-2.90668,0.0193214,0.0178096
3,-2.81143,0.027813,0.023166
4,-2.71547,0.0366674,0.0279483
5,-2.61843,0.0457519,0.0305341
6,-2.52037,0.0554585,0.0332641
7,-2.42396,0.062391,0.0366905
8,-2.32656,0.0696856,0.0402441
9,-2.23088,0.0743197,0.0456946
10,-2.13446,0.0789106,0.0511878
11,-2.0385,0.0819818,0.0550204
12,-1.94165,0.0850167,0.058773
13,-1.84482,0.0869805,0.0605186
14,-1.74735,0.0884612,0.061871
15,-1.64964,0.0891562,0.0621898
16,-1.55156,0.0890087,0.0621607
17,-1.45306,0.088292,0.0612373
18,-1.35441,0.0864627,0.0598928
19,-1.25515,0.0842548,0.0577838
20,-1.15594,0.0807759,0.0552271
21,-1.05608,0.07702,0.0520591
22,-0.956355,0.0720077,0.0484789
23,-0.856054,0.0667562,0.0444355
24,-0.755904,0.0604012,0.0400492
25,-0.655293,0.0538217,0.0353266
26,-0.554807,0.0463692,0.0303385
27,-0.453992,0.0387138,0.0251239
28,-0.353263,0.0304482,0.0197221
29,-0.252328,0.0220355,0.01419
30,-0.151452,0.0132703,0.00854765
31,-0.0504625,0.00446685,0.00286058
32,0.0504625,-0.00446685,-0.00286058
33,0.151452,-0.0132703,-0.00854765
34,0.252328,-0.0220355,-0.01419
35,0.353263,-0.0304482,-0.0197221
36,0.453992,-0.0387138,-0.0251239
37,0.554807,-0.0463692,-0.0303385
38,0.655293,-0.0538217,-0.0353266
39,0.755904,-0.0604012,-0.0400492
40,0.856054,-0.0667562,-0.0444355
41,0.956355,-0.0720077,-0.0484789
42,1.05608,-0.07702,-0.0520591
43,1.15594,-0.0807759,-0.0552271
44,1.25515,-0.0842548,-0.0577838
45,1.35441,-0.0864627,-0.0598928
46,1.45306,-0.088292,-0.0612373
47,1.55156,-0.0890087,-0.0621607
48,1.64964,-0.0891562,-0.0621898
49,1.74735,-0.0884612,-0.061871
50,1.84482,-0.0869805,-0.0605186
51,1.94165,-0.0850167,-0.058773
52,2.0385,-0.0819818,-0.0550204
53,2.13446,-0.0789106,-0.0511878
54,2.23088,-0.0743197,-0.0456946
55,2.32656,-0.0696856,-0.0402441
56,2.42396,-0.062391,-0.0366905
57,2.52037,-0.0554585,-0.0332641
58,2.61843,-0.0457519,-0.0305341
59,2.71547,-0.0366674,-0.0279483
60,2.81143,-0.027813,-0.023166
61,2.90668,-0.0193214,-0.0178096
62,3.00094,-0.0114312,-0.0111011
63,3.09474,-0.00379131,-0.00369787
