i,x_i,v_i,E_i
0,-3.09252,5.45299e-05,-6.45076e-05
1,-2.99438,0.00016359,-0.000193523
2,-2.89624,0.000272615,-0.000322624
3,-2.79811,0.000381596,-0.000451837
4,-2.69997,0.000491,-0.000580259
5,-2.60183,0.000601133,-0.000707333
6,-2.50369,0.000708114,-0.000838001
7,-2.40556,0.000807717,-0.000976892
8,-2.30741,0.000917015,-0.00111596
9,-2.20923,0.00105902,-0.00125561
10,-2.11107,0.00121234,-0.00136084
11,-2.01302,0.00141908,-0.00130328
12,-1.91499,0.00159142,-0.00121505
13,-1.8173,0.00133858,-0.000872354
14,-1.71951,0.00109473,-0.000529263
15,-1.62035,0.000371346,-0.000180795
16,-1.52119,-0.000352036,0.000167673
17,-1.42254,-0.000932367,0.000518932
18,-1.32391,-0.00151386,0.000870198
19,-1.22629,-0.00151241,0.0011323
20,-1.12882,-0.00150479,0.00138796
21,-1.03062,-0.00127251,0.00135793
22,-0.932318,-0.00100967,0.00127977
23,-0.834162,-0.000894634,0.00113228
24,-0.736042,-0.000815717,0.000966815
25,-0.637907,-0.000712482,0.000832028
26,-0.539766,-0.000600428,0.000708683
27,-0.441626,-0.0004905,0.000581247
28,-0.343487,-0.000381637,0.000451732
29,-0.245348,-0.000272653,0.000322527
30,-0.147209,-0.000163588,0.000193529
31,-0.0490696,-5.45278e-05,6.45144e-05
32,0.0490696,5.45278e-05,-6.45144e-05
33,0.147209,0.000163588,-0.000193529
34,0.245348,0.000272653,-0.000322527
35,0.343487,0.000381637,-0.000451732
36,0.441626,0.0004905,-0.000581247
37,0.539766,0.000600428,-0.000708683
38,0.637907,0.000712482,-0.000832028
39,0.736042,0.000815717,-0.000966815
40,0.834162,0.000894634,-0.00113228
41,0.932318,0.00100967,-0.00127977
42,1.03062,0.00127251,-0.00135793
43,1.12882,0.00150479,-0.00138796
44,1.22629,0.00151241,-0.0011323
45,1.32391,0.00151386,-0.000870198
46,1.42254,0.000932367,-0.000518932
47,1.52119,0.000352036,-0.000167673
48,1.62035,-0.000371346,0.000180795
49,1.71951,-0.00109473,0.000529263
50,1.8173,-0.00133858,0.000872354
51,1.91499,-0.00159142,0.00121505
52,2.01302,-0.00141908,0.00130328
53,2.11107,-0.00121234,0.00136084
54,2.20923,-0.00105902,0.00125561
55,2.30741,-0.000917015,0.00111596
56,2.40556,-0.000807717,0.000976892
57,2.50369,-0.000708114,0.000838001
58,2.60183,-0.000601133,0.000707333
59,2.69997,-0.000491,0.000580259
60,2.79811,-0.000381596,0.000451837
61,2.89624,-0.000272615,0.000322624
62,2.99438,-0.00016359,0.000193523
63,3.09252,-5.45299e-05,6.45076e-05
