j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.143002,-0.146578,2.05411e-16
1,-2.93891,-0.13812,-0.143641,-0.0284894
2,-2.73623,-0.182581,-0.13503,-0.0609899
3,-2.53354,-0.117753,-0.118918,-0.0914263
4,-2.33086,-0.0790965,-0.0979683,-0.111375
5,-2.12818,-0.0615032,-0.0737697,-0.125624
6,-1.92549,-0.0377136,-0.0470445,-0.135679
7,-1.72281,-0.0118543,-0.01877,-0.140702
8,-1.52013,0.0143033,0.00999143,-0.140454
9,-1.31744,0.040496,0.0381653,-0.1349
10,-1.11476,0.0653738,0.0646756,-0.124171
11,-0.912075,0.0875159,0.0885003,-0.108677
12,-0.709392,0.106093,0.10873,-0.0890567
13,-0.506708,0.120534,0.124601,-0.0660899
14,-0.304025,0.130401,0.13552,-0.0406597
15,-0.101342,0.135406,0.141083,-0.0137223
16,0.101342,0.135406,0.141083,0.0137223
17,0.304025,0.130401,0.13552,0.0406597
18,0.506708,0.120534,0.124601,0.0660899
19,0.709392,0.106093,0.10873,0.0890567
20,0.912075,0.0875159,0.0885003,0.108677
21,1.11476,0.0653738,0.0646756,0.124171
22,1.31744,0.040496,0.0381653,0.1349
23,1.52013,0.0143033,0.00999143,0.140454
24,1.72281,-0.0118543,-0.01877,0.140702
25,1.92549,-0.0377136,-0.0470445,0.135679
26,2.12818,-0.0615032,-0.0737697,0.125624
27,2.33086,-0.0790965,-0.0979683,0.111375
28,2.53354,-0.117753,-0.118918,0.0914263
29,2.73623,-0.182581,-0.13503,0.0609899
30,2.93891,-0.13812,-0.143641,0.0284894
31,3.14159,-0.143002,-0.146578,2.05411e-16
