j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00195278,-0.00080102,1.78397e-16
1,-2.93891,-0.00201582,-0.00076091,-0.000402184
2,-2.73623,-0.00185499,-0.000637988,-0.000794459
3,-2.53354,-0.00190104,-0.000438862,-0.0011751
4,-2.33086,-0.00305878,-0.000161641,-0.00167774
5,-2.12818,-0.00202759,0.000241237,-0.0021932
6,-1.92549,0.00228885,0.00072741,-0.00216672
7,-1.72281,0.00628483,0.00111956,-0.00129785
8,-1.52013,0.0107083,0.00125352,0.000424266
9,-1.31744,0.00358641,0.000947572,0.00187292
10,-1.11476,0.00049926,0.000494296,0.00228697
11,-0.912075,-0.00331861,2.05106e-05,0.00200125
12,-0.709392,-0.00268384,-0.000316944,0.00139295
13,-0.506708,-0.00147392,-0.000544146,0.000971598
14,-0.304025,-0.00210705,-0.000710798,0.000608697
15,-0.101342,-0.00194966,-0.000790891,0.000197582
16,0.101342,-0.00194966,-0.000790891,-0.000197582
17,0.304025,-0.00210705,-0.000710798,-0.000608697
18,0.506708,-0.00147392,-0.000544146,-0.000971598
19,0.709392,-0.00268384,-0.000316944,-0.00139295
20,0.912075,-0.00331861,2.05106e-05,-0.00200125
21,1.11476,0.00049926,0.000494296,-0.00228697
22,1.31744,0.00358641,0.000947572,-0.00187292
23,1.52013,0.0107083,0.00125352,-0.000424266
24,1.72281,0.00628483,0.00111956,0.00129785
25,1.92549,0.00228885,0.00072741,0.00216672
26,2.12818,-0.00202759,0.000241237,0.0021932
27,2.33086,-0.00305878,-0.000161641,0.00167774
28,2.53354,-0.00190104,-0.000438862,0.0011751
29,2.73623,-0.00185499,-0.000637988,0.000794459
30,2.93891,-0.00201582,-0.00076091,0.000402184
31,3.14159,-0.00195278,-0.00080102,1.78397e-16
