j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0471768,0.0440684,-8.90114e-16
1,-2.93891,0.0638478,0.0430994,0.0112514
2,-2.73623,0.029176,0.0395075,0.0206786
3,-2.53354,0.035162,0.034717,0.0271987
4,-2.33086,0.00742192,0.028482,0.0315142
5,-2.12818,0.00368587,0.0219421,0.0326399
6,-1.92549,0.0365061,0.0152509,0.036713
7,-1.72281,0.0277066,0.00705989,0.0432205
8,-1.52013,0.00715719,-0.00226928,0.0467536
9,-1.31744,-0.022511,-0.0118925,0.0451976
10,-1.11476,-0.0797705,-0.0205909,0.0348323
11,-0.912075,-0.0173509,-0.0260123,0.0249898
12,-0.709392,0.0224262,-0.0307209,0.0255041
13,-0.506708,-0.0158321,-0.0363509,0.0261724
14,-0.304025,-0.0504537,-0.0413304,0.0194549
15,-0.101342,-0.0707597,-0.0442372,0.00717091
16,0.101342,-0.0707597,-0.0442372,-0.00717091
17,0.304025,-0.0504537,-0.0413304,-0.0194549
18,0.506708,-0.0158321,-0.0363509,-0.0261724
19,0.709392,0.0224262,-0.0307209,-0.0255041
20,0.912075,-0.0173509,-0.0260123,-0.0249898
21,1.11476,-0.0797705,-0.0205909,-0.0348323
22,1.31744,-0.022511,-0.0118925,-0.0451976
23,1.52013,0.00715719,-0.00226928,-0.0467536
24,1.72281,0.0277066,0.00705989,-0.0432205
25,1.92549,0.0365061,0.0152509,-0.036713
26,2.12818,0.00368587,0.0219421,-0.0326399
27,2.33086,0.00742192,0.028482,-0.0315142
28,2.53354,0.035162,0.034717,-0.0271987
29,2.73623,0.029176,0.0395075,-0.0206786
30,2.93891,0.0638478,0.0430994,-0.0112514
31,3.14159,0.0471768,0.0440684,-8.90114e-16
