j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00698803,0.051528,-1.88293e-16
1,-2.93891,0.0209846,0.0516715,0.00141844
2,-2.73623,0.0529693,0.050953,0.00891305
3,-2.53354,0.113294,0.0480584,0.0257624
4,-2.33086,0.0743658,0.0405097,0.0447802
5,-2.12818,0.0109171,0.029906,0.0534229
6,-1.92549,-0.00310933,0.0188539,0.0542141
7,-1.72281,-0.00430727,0.00792944,0.0534625
8,-1.52013,0.00148325,-0.00281805,0.0531763
9,-1.31744,-0.000939373,-0.0136265,0.0532314
10,-1.11476,-0.00235663,-0.0243963,0.0528974
11,-0.912075,-0.0499413,-0.0350693,0.0475975
12,-0.709392,-0.070155,-0.0436907,0.0354267
13,-0.506708,-0.072089,-0.0494301,0.0210114
14,-0.304025,-0.0522905,-0.0522081,0.00840661
15,-0.101342,-0.0153313,-0.0528379,0.0015537
16,0.101342,-0.0153313,-0.0528379,-0.0015537
17,0.304025,-0.0522905,-0.0522081,-0.00840661
18,0.506708,-0.072089,-0.0494301,-0.0210114
19,0.709392,-0.070155,-0.0436907,-0.0354267
20,0.912075,-0.0499413,-0.0350693,-0.0475975
21,1.11476,-0.00235663,-0.0243963,-0.0528974
22,1.31744,-0.000939373,-0.0136265,-0.0532314
23,1.52013,0.00148325,-0.00281805,-0.0531763
24,1.72281,-0.00430727,0.00792944,-0.0534625
25,1.92549,-0.00310933,0.0188539,-0.0542141
26,2.12818,0.0109171,0.029906,-0.0534229
27,2.33086,0.0743658,0.0405097,-0.0447802
28,2.53354,0.113294,0.0480584,-0.0257624
29,2.73623,0.0529693,0.050953,-0.00891305
30,2.93891,0.0209846,0.0516715,-0.00141844
31,3.14159,-0.00698803,0.051528,-1.88293e-16
