j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.117102,-0.142849,6.84703e-17
1,-2.93891,-0.122252,-0.140444,-0.0242566
2,-2.73623,-0.192428,-0.133016,-0.0561468
3,-2.53354,-0.156011,-0.117684,-0.0914582
4,-2.33086,-0.0551964,-0.0959423,-0.112862
5,-2.12818,-0.0472876,-0.0719333,-0.123248
6,-1.92549,-0.0402973,-0.0459816,-0.132124
7,-1.72281,-0.0135349,-0.0183745,-0.13758
8,-1.52013,0.014494,0.00978862,-0.137482
9,-1.31744,0.0415346,0.0373563,-0.131804
10,-1.11476,0.064425,0.0632177,-0.121066
11,-0.912075,0.0676573,0.0864326,-0.107681
12,-0.709392,0.11312,0.106868,-0.0893606
13,-0.506708,0.135694,0.122656,-0.0641453
14,-0.304025,0.120801,0.13287,-0.0381516
15,-0.101342,0.127832,0.138122,-0.0129547
16,0.101342,0.127832,0.138122,0.0129547
17,0.304025,0.120801,0.13287,0.0381516
18,0.506708,0.135694,0.122656,0.0641453
19,0.709392,0.11312,0.106868,0.0893606
20,0.912075,0.0676573,0.0864326,0.107681
21,1.11476,0.064425,0.0632177,0.121066
22,1.31744,0.0415346,0.0373563,0.131804
23,1.52013,0.014494,0.00978862,0.137482
24,1.72281,-0.0135349,-0.0183745,0.13758
25,1.92549,-0.0402973,-0.0459816,0.132124
26,2.12818,-0.0472876,-0.0719333,0.123248
27,2.33086,-0.0551964,-0.0959423,0.112862
28,2.53354,-0.156011,-0.117684,0.0914582
29,2.73623,-0.192428,-0.133016,0.0561468
30,2.93891,-0.122252,-0.140444,0.0242566
31,3.14159,-0.117102,-0.142849,6.84703e-17
