j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.000123448,-1.01004e-05,1.59987e-15
1,-2.93891,-0.000135666,-7.5647e-06,-2.6259e-05
2,-2.73623,-6.69303e-05,5.4419e-07,-4.67905e-05
3,-2.53354,-0.000290921,1.14026e-05,-8.30558e-05
4,-2.33086,-0.000362287,3.42122e-05,-0.000149253
5,-2.12818,0.00180355,7.19048e-05,-3.19271e-06
6,-1.92549,0.00240628,3.55065e-05,0.000423439
7,-1.72281,-0.00219523,-9.97434e-05,0.000444828
8,-1.52013,-0.00367982,-0.000144812,-0.000150559
9,-1.31744,-0.000212785,-3.87116e-05,-0.000545043
10,-1.11476,0.00318833,7.61301e-05,-0.000243496
11,-0.912075,0.000680536,5.99935e-05,0.000148582
12,-0.709392,-0.000854875,1.59e-05,0.000130914
13,-0.506708,5.71316e-05,6.92535e-06,5.00692e-05
14,-0.304025,-0.000152473,-4.39636e-06,4.04072e-05
15,-0.101342,-0.000123124,-9.45437e-06,1.24776e-05
16,0.101342,-0.000123124,-9.45437e-06,-1.24776e-05
17,0.304025,-0.000152473,-4.39636e-06,-4.04072e-05
18,0.506708,5.71316e-05,6.92535e-06,-5.00692e-05
19,0.709392,-0.000854875,1.59e-05,-0.000130914
20,0.912075,0.000680536,5.99935e-05,-0.000148582
21,1.11476,0.00318833,7.61301e-05,0.000243496
22,1.31744,-0.000212785,-3.87116e-05,0.000545043
23,1.52013,-0.00367982,-0.000144812,0.000150559
24,1.72281,-0.00219523,-9.97434e-05,-0.000444828
25,1.92549,0.00240628,3.55065e-05,-0.000423439
26,2.12818,0.00180355,7.19048e-05,3.19271e-06
27,2.33086,-0.000362287,3.42122e-05,0.000149253
28,2.53354,-0.000290921,1.14026e-05,8.30558e-05
29,2.73623,-6.69303e-05,5.4419e-07,4.67905e-05
30,2.93891,-0.000135666,-7.5647e-06,2.6259e-05
31,3.14159,-0.000123448,-1.01004e-05,1.59987e-15
