j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0973624,-0.144104,2.19105e-15
1,-2.93891,-0.0900756,-0.142104,-0.0189953
2,-2.73623,-0.174511,-0.136404,-0.0458089
3,-2.53354,-0.284807,-0.123534,-0.092357
4,-2.33086,-0.0398248,-0.0989652,-0.125256
5,-2.12818,-0.0120861,-0.0727599,-0.130517
6,-1.92549,-0.0268712,-0.0460581,-0.134465
7,-1.72281,-0.00763868,-0.0182524,-0.137962
8,-1.52013,0.0132287,0.00986702,-0.137395
9,-1.31744,0.0295781,0.037443,-0.133057
10,-1.11476,0.0418085,0.063804,-0.125823
11,-0.912075,0.0537631,0.0884474,-0.116137
12,-0.709392,0.164014,0.110882,-0.0940675
13,-0.506708,0.162217,0.126579,-0.0610067
14,-0.304025,0.129041,0.135612,-0.0314902
15,-0.101342,0.0908456,0.139344,-0.00920645
16,0.101342,0.0908456,0.139344,0.00920645
17,0.304025,0.129041,0.135612,0.0314902
18,0.506708,0.162217,0.126579,0.0610067
19,0.709392,0.164014,0.110882,0.0940675
20,0.912075,0.0537631,0.0884474,0.116137
21,1.11476,0.0418085,0.063804,0.125823
22,1.31744,0.0295781,0.037443,0.133057
23,1.52013,0.0132287,0.00986702,0.137395
24,1.72281,-0.00763868,-0.0182524,0.137962
25,1.92549,-0.0268712,-0.0460581,0.134465
26,2.12818,-0.0120861,-0.0727599,0.130517
27,2.33086,-0.0398248,-0.0989652,0.125256
28,2.53354,-0.284807,-0.123534,0.092357
29,2.73623,-0.174511,-0.136404,0.0458089
30,2.93891,-0.0900756,-0.142104,0.0189953
31,3.14159,-0.0973624,-0.144104,2.19105e-15
