j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0696539,-0.0429891,-7.70291e-16
1,-2.93891,-0.0564014,-0.0415584,-0.0127747
2,-2.73623,-0.022281,-0.0378107,-0.0207485
3,-2.53354,0.00404589,-0.0331476,-0.0225964
4,-2.33086,-0.0135806,-0.0286508,-0.0235627
5,-2.12818,-0.0666636,-0.0235961,-0.0316948
6,-1.92549,-0.0255139,-0.0158028,-0.0410362
7,-1.72281,-0.00516456,-0.00696138,-0.0441452
8,-1.52013,0.00538667,0.00209221,-0.0441227
9,-1.31744,0.0151859,0.0109245,-0.0420379
10,-1.11476,0.0233076,0.019133,-0.0381369
11,-0.912075,0.0293409,0.0263839,-0.0328014
12,-0.709392,0.0336107,0.0324296,-0.0264218
13,-0.506708,0.0364551,0.0370944,-0.0193212
14,-0.304025,0.0381559,0.0402617,-0.0117599
15,-0.101342,0.0389433,0.0418615,-0.00394658
16,0.101342,0.0389433,0.0418615,0.00394658
17,0.304025,0.0381559,0.0402617,0.0117599
18,0.506708,0.0364551,0.0370944,0.0193212
19,0.709392,0.0336107,0.0324296,0.0264218
20,0.912075,0.0293409,0.0263839,0.0328014
21,1.11476,0.0233076,0.019133,0.0381369
22,1.31744,0.0151859,0.0109245,0.0420379
23,1.52013,0.00538667,0.00209221,0.0441227
24,1.72281,-0.00516456,-0.00696138,0.0441452
25,1.92549,-0.0255139,-0.0158028,0.0410362
26,2.12818,-0.0666636,-0.0235961,0.0316948
27,2.33086,-0.0135806,-0.0286508,0.0235627
28,2.53354,0.00404589,-0.0331476,0.0225964
29,2.73623,-0.022281,-0.0378107,0.0207485
30,2.93891,-0.0564014,-0.0415584,0.0127747
31,3.14159,-0.0696539,-0.0429891,-7.70291e-16
