j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.11178,-0.145667,2.05411e-16
1,-2.93891,-0.120538,-0.143371,-0.0235435
2,-2.73623,-0.20216,-0.136124,-0.0562462
3,-2.53354,-0.165211,-0.120571,-0.0934763
4,-2.33086,-0.0591851,-0.0982314,-0.116217
5,-2.12818,-0.0449871,-0.0734604,-0.126774
6,-1.92549,-0.0372918,-0.0468414,-0.135112
7,-1.72281,-0.0125155,-0.0186904,-0.14016
8,-1.52013,0.0140736,0.00997473,-0.140002
9,-1.31744,0.0399673,0.0380617,-0.134525
10,-1.11476,0.0620902,0.0645068,-0.124183
11,-0.912075,0.0691031,0.0884012,-0.110887
12,-0.709392,0.120322,0.109457,-0.0916906
13,-0.506708,0.144263,0.12557,-0.0648771
14,-0.304025,0.123417,0.135756,-0.0377499
15,-0.101342,0.124542,0.140872,-0.0126213
16,0.101342,0.124542,0.140872,0.0126213
17,0.304025,0.123417,0.135756,0.0377499
18,0.506708,0.144263,0.12557,0.0648771
19,0.709392,0.120322,0.109457,0.0916906
20,0.912075,0.0691031,0.0884012,0.110887
21,1.11476,0.0620902,0.0645068,0.124183
22,1.31744,0.0399673,0.0380617,0.134525
23,1.52013,0.0140736,0.00997473,0.140002
24,1.72281,-0.0125155,-0.0186904,0.14016
25,1.92549,-0.0372918,-0.0468414,0.135112
26,2.12818,-0.0449871,-0.0734604,0.126774
27,2.33086,-0.0591851,-0.0982314,0.116217
28,2.53354,-0.165211,-0.120571,0.0934763
29,2.73623,-0.20216,-0.136124,0.0562462
30,2.93891,-0.120538,-0.143371,0.0235435
31,3.14159,-0.11178,-0.145667,2.05411e-16
