j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.000938718,-0.000372369,-5.90556e-16
1,-2.93891,-0.000938718,-0.000353087,-0.000190263
2,-2.73623,-0.000938717,-0.000295243,-0.000380525
3,-2.53354,-0.000938768,-0.000198835,-0.000570793
4,-2.33086,-0.000935565,-6.38621e-05,-0.000760741
5,-2.12818,-0.00104751,0.000109544,-0.000961709
6,-1.92549,0.000365922,0.000325983,-0.00103078
7,-1.72281,0.00422828,0.000527389,-0.000565198
8,-1.52013,0.00312577,0.000555095,0.000180074
9,-1.31744,0.00348406,0.000454393,0.000849925
10,-1.11476,-0.00125006,0.000210564,0.00107632
11,-0.912075,-0.000930338,1.80875e-05,0.000855358
12,-0.709392,-0.000938845,-0.00013617,0.000665932
13,-0.506708,-0.000938717,-0.000251859,0.000475656
14,-0.304025,-0.000938718,-0.000328985,0.000285394
15,-0.101342,-0.000938718,-0.000367548,9.51313e-05
16,0.101342,-0.000938718,-0.000367548,-9.51313e-05
17,0.304025,-0.000938718,-0.000328985,-0.000285394
18,0.506708,-0.000938717,-0.000251859,-0.000475656
19,0.709392,-0.000938845,-0.00013617,-0.000665932
20,0.912075,-0.000930338,1.80875e-05,-0.000855358
21,1.11476,-0.00125006,0.000210564,-0.00107632
22,1.31744,0.00348406,0.000454393,-0.000849925
23,1.52013,0.00312577,0.000555095,-0.000180074
24,1.72281,0.00422828,0.000527389,0.000565198
25,1.92549,0.000365922,0.000325983,0.00103078
26,2.12818,-0.00104751,0.000109544,0.000961709
27,2.33086,-0.000935565,-6.38621e-05,0.000760741
28,2.53354,-0.000938768,-0.000198835,0.000570793
29,2.73623,-0.000938717,-0.000295243,0.000380525
30,2.93891,-0.000938718,-0.000353087,0.000190263
31,3.14159,-0.000938718,-0.000372369,-5.90556e-16
