j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0007652,-0.000271017,1.76418e-15
1,-2.93891,-0.000782819,-0.0002553,-0.000156879
2,-2.73623,-0.000696471,-0.000207423,-0.000306793
3,-2.53354,-0.000924724,-0.000130936,-0.000471087
4,-2.33086,-0.00118487,-1.64603e-05,-0.000684877
5,-2.12818,0.00106127,0.00014669,-0.000697403
6,-1.92549,0.0028079,0.000266244,-0.000305295
7,-1.72281,0.000109223,0.000270447,-9.66911e-06
8,-1.52013,-3.34983e-05,0.000270163,-1.99508e-06
9,-1.31744,0.0010574,0.000271256,0.000101769
10,-1.11476,0.0029266,0.000228909,0.000505514
11,-0.912075,-0.000284808,6.63371e-05,0.000773237
12,-0.709392,-0.00156589,-8.45351e-05,0.000585684
13,-0.506708,-0.00053479,-0.00017108,0.000372798
14,-0.304025,-0.000807243,-0.000235655,0.000236794
15,-0.101342,-0.000764675,-0.000267068,7.74935e-05
16,0.101342,-0.000764675,-0.000267068,-7.74935e-05
17,0.304025,-0.000807243,-0.000235655,-0.000236794
18,0.506708,-0.00053479,-0.00017108,-0.000372798
19,0.709392,-0.00156589,-8.45351e-05,-0.000585684
20,0.912075,-0.000284808,6.63371e-05,-0.000773237
21,1.11476,0.0029266,0.000228909,-0.000505514
22,1.31744,0.0010574,0.000271256,-0.000101769
23,1.52013,-3.34983e-05,0.000270163,1.99508e-06
24,1.72281,0.000109223,0.000270447,9.66911e-06
25,1.92549,0.0028079,0.000266244,0.000305295
26,2.12818,0.00106127,0.00014669,0.000697403
27,2.33086,-0.00118487,-1.64603e-05,0.000684877
28,2.53354,-0.000924724,-0.000130936,0.000471087
29,2.73623,-0.000696471,-0.000207423,0.000306793
30,2.93891,-0.000782819,-0.0002553,0.000156879
31,3.14159,-0.0007652,-0.000271017,1.76418e-15
