j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.117347,-0.134379,3.42351e-16
1,-2.93891,-0.118798,-0.131969,-0.0239313
2,-2.73623,-0.169021,-0.124679,-0.0530994
3,-2.53354,-0.149005,-0.110444,-0.0853288
4,-2.33086,-0.0489103,-0.0900891,-0.105386
5,-2.12818,-0.0474913,-0.0677245,-0.115155
6,-1.92549,-0.0415575,-0.0434089,-0.12418
7,-1.72281,-0.0138415,-0.0173861,-0.129794
8,-1.52013,0.0144061,0.00920528,-0.129737
9,-1.31744,0.0413995,0.0352049,-0.124081
10,-1.11476,0.0641191,0.0595037,-0.113388
11,-0.912075,0.0633295,0.0811686,-0.100472
12,-0.709392,0.10249,0.100232,-0.0836676
13,-0.506708,0.122885,0.115085,-0.0608276
14,-0.304025,0.113231,0.124889,-0.0368993
15,-0.101342,0.125438,0.130042,-0.0127121
16,0.101342,0.125438,0.130042,0.0127121
17,0.304025,0.113231,0.124889,0.0368993
18,0.506708,0.122885,0.115085,0.0608276
19,0.709392,0.10249,0.100232,0.0836676
20,0.912075,0.0633295,0.0811686,0.100472
21,1.11476,0.0641191,0.0595037,0.113388
22,1.31744,0.0413995,0.0352049,0.124081
23,1.52013,0.0144061,0.00920528,0.129737
24,1.72281,-0.0138415,-0.0173861,0.129794
25,1.92549,-0.0415575,-0.0434089,0.12418
26,2.12818,-0.0474913,-0.0677245,0.115155
27,2.33086,-0.0489103,-0.0900891,0.105386
28,2.53354,-0.149005,-0.110444,0.0853288
29,2.73623,-0.169021,-0.124679,0.0530994
30,2.93891,-0.118798,-0.131969,0.0239313
31,3.14159,-0.117347,-0.134379,3.42351e-16
