j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.089436,0.131325,-6.16232e-16
1,-2.93891,0.118352,0.129488,0.0210576
2,-2.73623,0.124255,0.122789,0.0456437
3,-2.53354,0.154562,0.110986,0.0738995
4,-2.33086,0.091831,0.0928328,0.0988694
5,-2.12818,0.0375136,0.0709073,0.111977
6,-1.92549,0.0443497,0.0474409,0.120274
7,-1.72281,0.0310606,0.0221524,0.127916
8,-1.52013,0.00663186,-0.00441194,0.131736
9,-1.31744,-0.0271146,-0.0312488,0.12966
10,-1.11476,-0.051875,-0.0569717,0.121655
11,-0.912075,-0.0384414,-0.0805636,0.112502
12,-0.709392,-0.081058,-0.102576,0.100392
13,-0.506708,-0.207537,-0.121259,0.0711451
14,-0.304025,-0.129768,-0.131416,0.036962
15,-0.101342,-0.117479,-0.136242,0.0119056
16,0.101342,-0.117479,-0.136242,-0.0119056
17,0.304025,-0.129768,-0.131416,-0.036962
18,0.506708,-0.207537,-0.121259,-0.0711451
19,0.709392,-0.081058,-0.102576,-0.100392
20,0.912075,-0.0384414,-0.0805636,-0.112502
21,1.11476,-0.051875,-0.0569717,-0.121655
22,1.31744,-0.0271146,-0.0312488,-0.12966
23,1.52013,0.00663186,-0.00441194,-0.131736
24,1.72281,0.0310606,0.0221524,-0.127916
25,1.92549,0.0443497,0.0474409,-0.120274
26,2.12818,0.0375136,0.0709073,-0.111977
27,2.33086,0.091831,0.0928328,-0.0988694
28,2.53354,0.154562,0.110986,-0.0738995
29,2.73623,0.124255,0.122789,-0.0456437
30,2.93891,0.118352,0.129488,-0.0210576
31,3.14159,0.089436,0.131325,-6.16232e-16
