j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0512908,-0.0989502,-2.05411e-15
1,-2.93891,-0.044946,-0.0978967,-0.00975281
2,-2.73623,-0.115446,-0.0949967,-0.0260072
3,-2.53354,-0.193351,-0.0873542,-0.0573011
4,-2.33086,-0.0935466,-0.0717688,-0.0863758
5,-2.12818,-0.00245416,-0.0523403,-0.0961046
6,-1.92549,-0.00554824,-0.0328111,-0.0969156
7,-1.72281,0.00474727,-0.013054,-0.0969968
8,-1.52013,0.00593548,0.00650815,-0.0959142
9,-1.31744,0.00641891,0.0258264,-0.0946622
10,-1.11476,0.0206882,0.044881,-0.0919151
11,-0.912075,0.044701,0.0630858,-0.0852884
12,-0.709392,0.146722,0.0794541,-0.0658892
13,-0.506708,0.131306,0.0897951,-0.0377134
14,-0.304025,0.0818169,0.0947419,-0.0161151
15,-0.101342,0.0386004,0.0963276,-0.00391183
16,0.101342,0.0386004,0.0963276,0.00391183
17,0.304025,0.0818169,0.0947419,0.0161151
18,0.506708,0.131306,0.0897951,0.0377134
19,0.709392,0.146722,0.0794541,0.0658892
20,0.912075,0.044701,0.0630858,0.0852884
21,1.11476,0.0206882,0.044881,0.0919151
22,1.31744,0.00641891,0.0258264,0.0946622
23,1.52013,0.00593548,0.00650815,0.0959142
24,1.72281,0.00474727,-0.013054,0.0969968
25,1.92549,-0.00554824,-0.0328111,0.0969156
26,2.12818,-0.00245416,-0.0523403,0.0961046
27,2.33086,-0.0935466,-0.0717688,0.0863758
28,2.53354,-0.193351,-0.0873542,0.0573011
29,2.73623,-0.115446,-0.0949967,0.0260072
30,2.93891,-0.044946,-0.0978967,0.00975281
31,3.14159,-0.0512908,-0.0989502,-2.05411e-15
