j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00173124,0.0623126,-5.30645e-16
1,-2.93891,0.0307491,0.062277,0.00329162
2,-2.73623,0.063657,0.0609783,0.0128589
3,-2.53354,0.123768,0.0570645,0.0318528
4,-2.33086,0.0810077,0.0480662,0.0526051
5,-2.12818,0.0148361,0.0357401,0.0623181
6,-1.92549,0.000595635,0.0228045,0.0638819
7,-1.72281,-0.00176459,0.00984448,0.0637635
8,-1.52013,0.00180145,-0.00304307,0.0637672
9,-1.31744,-0.00306241,-0.0160046,0.0636394
10,-1.11476,-0.00635175,-0.0288404,0.0626854
11,-0.912075,-0.0358252,-0.0414152,0.0584111
12,-0.709392,-0.100139,-0.0525183,0.0446322
13,-0.506708,-0.0827008,-0.0595076,0.0261028
14,-0.304025,-0.0622495,-0.0630995,0.0114133
15,-0.101342,-0.0251865,-0.0641342,0.00255244
16,0.101342,-0.0251865,-0.0641342,-0.00255244
17,0.304025,-0.0622495,-0.0630995,-0.0114133
18,0.506708,-0.0827008,-0.0595076,-0.0261028
19,0.709392,-0.100139,-0.0525183,-0.0446322
20,0.912075,-0.0358252,-0.0414152,-0.0584111
21,1.11476,-0.00635175,-0.0288404,-0.0626854
22,1.31744,-0.00306241,-0.0160046,-0.0636394
23,1.52013,0.00180145,-0.00304307,-0.0637672
24,1.72281,-0.00176459,0.00984448,-0.0637635
25,1.92549,0.000595635,0.0228045,-0.0638819
26,2.12818,0.0148361,0.0357401,-0.0623181
27,2.33086,0.0810077,0.0480662,-0.0526051
28,2.53354,0.123768,0.0570645,-0.0318528
29,2.73623,0.063657,0.0609783,-0.0128589
30,2.93891,0.0307491,0.062277,-0.00329162
31,3.14159,0.00173124,0.0623126,-5.30645e-16
