j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0354769,0.00556985,1.51918e-16
1,-2.93891,0.0208581,0.00484114,0.00570908
2,-2.73623,-0.0109436,0.00325558,0.00671384
3,-2.53354,-0.0152875,0.00211958,0.00405554
4,-2.33086,-0.011426,0.0016116,0.00134834
5,-2.12818,0.0103586,0.001573,0.00124016
6,-1.92549,0.0203029,0.00110888,0.00434745
7,-1.72281,0.0097178,-0.000189306,0.00738979
8,-1.52013,-0.028076,-0.0018867,0.00552935
9,-1.31744,-0.0135977,-0.00243072,0.00130606
10,-1.11476,-0.0137182,-0.00241614,-0.00146218
11,-0.912075,-0.00955714,-0.001838,-0.00382094
12,-0.709392,0.0302758,-0.000867253,-0.00172128
13,-0.506708,0.0343235,-0.00114025,0.00482532
14,-0.304025,-0.00912394,-0.00282328,0.00737908
15,-0.101342,-0.031845,-0.00413148,0.00322722
16,0.101342,-0.031845,-0.00413148,-0.00322722
17,0.304025,-0.00912394,-0.00282328,-0.00737908
18,0.506708,0.0343235,-0.00114025,-0.00482532
19,0.709392,0.0302758,-0.000867253,0.00172128
20,0.912075,-0.00955714,-0.001838,0.00382094
21,1.11476,-0.0137182,-0.00241614,0.00146218
22,1.31744,-0.0135977,-0.00243072,-0.00130606
23,1.52013,-0.028076,-0.0018867,-0.00552935
24,1.72281,0.0097178,-0.000189306,-0.00738979
25,1.92549,0.0203029,0.00110888,-0.00434745
26,2.12818,0.0103586,0.001573,-0.00124016
27,2.33086,-0.011426,0.0016116,-0.00134834
28,2.53354,-0.0152875,0.00211958,-0.00405554
29,2.73623,-0.0109436,0.00325558,-0.00671384
30,2.93891,0.0208581,0.00484114,-0.00570908
31,3.14159,0.0354769,0.00556985,1.51918e-16
