j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.114314,-0.12291,-0
1,-2.93891,-0.112312,-0.120562,-0.0229666
2,-2.73623,-0.138626,-0.1136,-0.0483971
3,-2.53354,-0.14382,-0.100943,-0.0770206
4,-2.33086,-0.0415897,-0.0823785,-0.0958103
5,-2.12818,-0.0463495,-0.062105,-0.104722
6,-1.92549,-0.0416063,-0.0399276,-0.113636
7,-1.72281,-0.0136684,-0.0160409,-0.119237
8,-1.52013,0.0139812,0.00840735,-0.119206
9,-1.31744,0.0401529,0.0322812,-0.11372
10,-1.11476,0.0621323,0.0545055,-0.103354
11,-0.912075,0.0574626,0.0741775,-0.091234
12,-0.709392,0.0904424,0.0914888,-0.0762451
13,-0.506708,0.108316,0.105085,-0.0561026
14,-0.304025,0.103062,0.114231,-0.0346811
15,-0.101342,0.119579,0.119143,-0.0121183
16,0.101342,0.119579,0.119143,0.0121183
17,0.304025,0.103062,0.114231,0.0346811
18,0.506708,0.108316,0.105085,0.0561026
19,0.709392,0.0904424,0.0914888,0.0762451
20,0.912075,0.0574626,0.0741775,0.091234
21,1.11476,0.0621323,0.0545055,0.103354
22,1.31744,0.0401529,0.0322812,0.11372
23,1.52013,0.0139812,0.00840735,0.119206
24,1.72281,-0.0136684,-0.0160409,0.119237
25,1.92549,-0.0416063,-0.0399276,0.113636
26,2.12818,-0.0463495,-0.062105,0.104722
27,2.33086,-0.0415897,-0.0823785,0.0958103
28,2.53354,-0.14382,-0.100943,0.0770206
29,2.73623,-0.138626,-0.1136,0.0483971
30,2.93891,-0.112312,-0.120562,0.0229666
31,3.14159,-0.114314,-0.12291,-0
