j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0995516,-0.139942,1.36941e-16
1,-2.93891,-0.111433,-0.137898,-0.0213815
2,-2.73623,-0.19096,-0.131275,-0.0520266
3,-2.53354,-0.17671,-0.116808,-0.0892869
4,-2.33086,-0.0594136,-0.095081,-0.113216
5,-2.12818,-0.039821,-0.0709136,-0.123273
6,-1.92549,-0.0320429,-0.0451104,-0.130555
7,-1.72281,-0.0105818,-0.0179908,-0.134875
8,-1.52013,0.0129589,0.00956351,-0.134634
9,-1.31744,0.0361043,0.0365855,-0.129662
10,-1.11476,0.056142,0.0621242,-0.120314
11,-0.912075,0.0662087,0.0853566,-0.107914
12,-0.709392,0.12178,0.105869,-0.0888634
13,-0.506708,0.145735,0.121379,-0.061753
14,-0.304025,0.118506,0.130902,-0.0349744
15,-0.101342,0.113304,0.135556,-0.0114824
16,0.101342,0.113304,0.135556,0.0114824
17,0.304025,0.118506,0.130902,0.0349744
18,0.506708,0.145735,0.121379,0.061753
19,0.709392,0.12178,0.105869,0.0888634
20,0.912075,0.0662087,0.0853566,0.107914
21,1.11476,0.056142,0.0621242,0.120314
22,1.31744,0.0361043,0.0365855,0.129662
23,1.52013,0.0129589,0.00956351,0.134634
24,1.72281,-0.0105818,-0.0179908,0.134875
25,1.92549,-0.0320429,-0.0451104,0.130555
26,2.12818,-0.039821,-0.0709136,0.123273
27,2.33086,-0.0594136,-0.095081,0.113216
28,2.53354,-0.17671,-0.116808,0.0892869
29,2.73623,-0.19096,-0.131275,0.0520266
30,2.93891,-0.111433,-0.137898,0.0213815
31,3.14159,-0.0995516,-0.139942,1.36941e-16
