j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000532177,0.000252262,4.29009e-16
1,-2.93891,0.000523933,0.000241331,0.000107028
2,-2.73623,0.000577035,0.000208876,0.000218602
3,-2.53354,0.000368435,0.000152717,0.000314417
4,-2.33086,0.0004543,8.14219e-05,0.000397795
5,-2.12818,0.00241886,-8.5359e-06,0.000688965
6,-1.92549,0.00184318,-0.000197862,0.00112089
7,-1.72281,-0.00438248,-0.000462906,0.000863551
8,-1.52013,-0.00696955,-0.000547916,-0.000286883
9,-1.31744,-0.00153762,-0.000346614,-0.00114901
10,-1.11476,0.00325729,-8.21443e-05,-0.00097474
11,-0.912075,0.00157943,4.85136e-05,-0.000484578
12,-0.709392,-0.000113771,0.000114288,-0.000336046
13,-0.506708,0.000669825,0.000184735,-0.000279694
14,-0.304025,0.000512675,0.000227666,-0.000159858
15,-0.101342,0.00053237,0.000249537,-5.39513e-05
16,0.101342,0.00053237,0.000249537,5.39513e-05
17,0.304025,0.000512675,0.000227666,0.000159858
18,0.506708,0.000669825,0.000184735,0.000279694
19,0.709392,-0.000113771,0.000114288,0.000336046
20,0.912075,0.00157943,4.85136e-05,0.000484578
21,1.11476,0.00325729,-8.21443e-05,0.00097474
22,1.31744,-0.00153762,-0.000346614,0.00114901
23,1.52013,-0.00696955,-0.000547916,0.000286883
24,1.72281,-0.00438248,-0.000462906,-0.000863551
25,1.92549,0.00184318,-0.000197862,-0.00112089
26,2.12818,0.00241886,-8.5359e-06,-0.000688965
27,2.33086,0.0004543,8.14219e-05,-0.000397795
28,2.53354,0.000368435,0.000152717,-0.000314417
29,2.73623,0.000577035,0.000208876,-0.000218602
30,2.93891,0.000523933,0.000241331,-0.000107028
31,3.14159,0.000532177,0.000252262,4.29009e-16
