j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00130695,0.000556545,6.6705e-16
1,-2.93891,0.00130228,0.0005297,0.000264424
2,-2.73623,0.00133819,0.000449356,0.000532014
3,-2.53354,0.00116109,0.000314039,0.000785295
4,-2.33086,0.00139955,0.000131024,0.00104479
5,-2.12818,0.00295339,-0.000109485,0.00148593
6,-1.92549,0.000916986,-0.000471322,0.00187816
7,-1.72281,-0.00673449,-0.000870829,0.0012886
8,-1.52013,-0.0101683,-0.000993679,-0.00042435
9,-1.31744,-0.00318381,-0.000698811,-0.00177747
10,-1.11476,0.00302788,-0.000273151,-0.00179327
11,-0.912075,0.00254556,2.81219e-05,-0.00122845
12,-0.709392,0.000786533,0.000224822,-0.00089077
13,-0.506708,0.00139861,0.00038921,-0.000669324
14,-0.304025,0.00129597,0.000496144,-0.000396251
15,-0.101342,0.00130704,0.000549837,-0.000132458
16,0.101342,0.00130704,0.000549837,0.000132458
17,0.304025,0.00129597,0.000496144,0.000396251
18,0.506708,0.00139861,0.00038921,0.000669324
19,0.709392,0.000786533,0.000224822,0.00089077
20,0.912075,0.00254556,2.81219e-05,0.00122845
21,1.11476,0.00302788,-0.000273151,0.00179327
22,1.31744,-0.00318381,-0.000698811,0.00177747
23,1.52013,-0.0101683,-0.000993679,0.00042435
24,1.72281,-0.00673449,-0.000870829,-0.0012886
25,1.92549,0.000916986,-0.000471322,-0.00187816
26,2.12818,0.00295339,-0.000109485,-0.00148593
27,2.33086,0.00139955,0.000131024,-0.00104479
28,2.53354,0.00116109,0.000314039,-0.000785295
29,2.73623,0.00133819,0.000449356,-0.000532014
30,2.93891,0.00130228,0.0005297,-0.000264424
31,3.14159,0.00130695,0.000556545,6.6705e-16
