j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.000963929,-0.000352826,3.65353e-16
1,-2.93891,-0.000983716,-0.000333026,-0.000197378
2,-2.73623,-0.000891164,-0.000272815,-0.000387381
3,-2.53354,-0.00111772,-0.000175995,-0.000590965
4,-2.33086,-0.00144642,-3.32578e-05,-0.00085082
5,-2.12818,0.000796235,0.000168899,-0.000916711
6,-1.92549,0.00290009,0.000338346,-0.000542119
7,-1.72281,0.000863102,0.000388656,-0.00016075
8,-1.52013,0.00119197,0.000403509,4.75136e-05
9,-1.31744,0.00144858,0.000369396,0.000315111
10,-1.11476,0.00280098,0.000275774,0.000745768
11,-0.912075,-0.000607242,6.70864e-05,0.000968084
12,-0.709392,-0.00178264,-0.000116655,0.000725889
13,-0.506708,-0.000715534,-0.000227165,0.00047272
14,-0.304025,-0.00101122,-0.00030828,0.000297727
15,-0.101342,-0.000963315,-0.000347854,9.7624e-05
16,0.101342,-0.000963315,-0.000347854,-9.7624e-05
17,0.304025,-0.00101122,-0.00030828,-0.000297727
18,0.506708,-0.000715534,-0.000227165,-0.00047272
19,0.709392,-0.00178264,-0.000116655,-0.000725889
20,0.912075,-0.000607242,6.70864e-05,-0.000968084
21,1.11476,0.00280098,0.000275774,-0.000745768
22,1.31744,0.00144858,0.000369396,-0.000315111
23,1.52013,0.00119197,0.000403509,-4.75136e-05
24,1.72281,0.000863102,0.000388656,0.00016075
25,1.92549,0.00290009,0.000338346,0.000542119
26,2.12818,0.000796235,0.000168899,0.000916711
27,2.33086,-0.00144642,-3.32578e-05,0.00085082
28,2.53354,-0.00111772,-0.000175995,0.000590965
29,2.73623,-0.000891164,-0.000272815,0.000387381
30,2.93891,-0.000983716,-0.000333026,0.000197378
31,3.14159,-0.000963929,-0.000352826,3.65353e-16
