j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00186489,-0.000768063,-2.29643e-15
1,-2.93891,-0.00186489,-0.000729758,-0.000377983
2,-2.73623,-0.0018648,-0.000614842,-0.000755956
3,-2.53354,-0.00186769,-0.000423318,-0.00113421
4,-2.33086,-0.00181231,-0.000155069,-0.00150715
5,-2.12818,-0.0023269,0.00018763,-0.00192662
6,-1.92549,-0.00195463,0.00062592,-0.00236052
7,-1.72281,0.00739626,0.00114451,-0.00180906
8,-1.52013,0.0163376,0.00135925,0.00059617
9,-1.31744,0.00149234,0.00090284,0.00240308
10,-1.11476,-0.00342011,0.000385121,0.00220772
11,-0.912075,-0.00171577,7.90268e-06,0.00168724
12,-0.709392,-0.00187219,-0.000298831,0.00132363
13,-0.506708,-0.00186466,-0.000528654,0.000944935
14,-0.304025,-0.0018649,-0.000681876,0.000566975
15,-0.101342,-0.00186489,-0.000758487,0.000188991
16,0.101342,-0.00186489,-0.000758487,-0.000188991
17,0.304025,-0.0018649,-0.000681876,-0.000566975
18,0.506708,-0.00186466,-0.000528654,-0.000944935
19,0.709392,-0.00187219,-0.000298831,-0.00132363
20,0.912075,-0.00171577,7.90268e-06,-0.00168724
21,1.11476,-0.00342011,0.000385121,-0.00220772
22,1.31744,0.00149234,0.00090284,-0.00240308
23,1.52013,0.0163376,0.00135925,-0.00059617
24,1.72281,0.00739626,0.00114451,0.00180906
25,1.92549,-0.00195463,0.00062592,0.00236052
26,2.12818,-0.0023269,0.00018763,0.00192662
27,2.33086,-0.00181231,-0.000155069,0.00150715
28,2.53354,-0.00186769,-0.000423318,0.00113421
29,2.73623,-0.0018648,-0.000614842,0.000755956
30,2.93891,-0.00186489,-0.000729758,0.000377983
31,3.14159,-0.00186489,-0.000768063,-2.29643e-15
