j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.119313,0.120633,-0
1,-2.93891,0.114396,0.118183,0.0236845
2,-2.73623,0.106337,0.111032,0.046054
3,-2.53354,0.103389,0.0995138,0.0673079
4,-2.33086,0.0726883,0.083748,0.0851518
5,-2.12818,0.0596394,0.0649961,0.0985622
6,-1.92549,0.052336,0.0437942,0.10991
7,-1.72281,0.0278551,0.0204423,0.118037
8,-1.52013,0.00259828,-0.00405395,0.121123
9,-1.31744,-0.022708,-0.0286569,0.119085
10,-1.11476,-0.0464479,-0.052327,0.112077
11,-0.912075,-0.0653852,-0.074089,0.100743
12,-0.709392,-0.0804383,-0.0931649,0.0859652
13,-0.506708,-0.140984,-0.108936,0.0635259
14,-0.304025,-0.113549,-0.118916,0.0377311
15,-0.101342,-0.129383,-0.124231,0.0131119
16,0.101342,-0.129383,-0.124231,-0.0131119
17,0.304025,-0.113549,-0.118916,-0.0377311
18,0.506708,-0.140984,-0.108936,-0.0635259
19,0.709392,-0.0804383,-0.0931649,-0.0859652
20,0.912075,-0.0653852,-0.074089,-0.100743
21,1.11476,-0.0464479,-0.052327,-0.112077
22,1.31744,-0.022708,-0.0286569,-0.119085
23,1.52013,0.00259828,-0.00405395,-0.121123
24,1.72281,0.0278551,0.0204423,-0.118037
25,1.92549,0.052336,0.0437942,-0.10991
26,2.12818,0.0596394,0.0649961,-0.0985622
27,2.33086,0.0726883,0.083748,-0.0851518
28,2.53354,0.103389,0.0995138,-0.0673079
29,2.73623,0.106337,0.111032,-0.046054
30,2.93891,0.114396,0.118183,-0.0236845
31,3.14159,0.119313,0.120633,-0
