j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0491646,-0.0931134,1.33517e-15
1,-2.93891,-0.0646748,-0.0921035,-0.0115367
2,-2.73623,-0.102802,-0.0884368,-0.0285091
3,-2.53354,-0.161858,-0.0805469,-0.0553302
4,-2.33086,-0.0634943,-0.0660077,-0.0781678
5,-2.12818,-0.0187702,-0.0488602,-0.0865046
6,-1.92549,-0.0137935,-0.0309416,-0.0898047
7,-1.72281,-0.00376651,-0.0124564,-0.0915843
8,-1.52013,0.00789498,0.0061836,-0.0911659
9,-1.31744,0.0197251,0.0244992,-0.0883668
10,-1.11476,0.0305615,0.0420046,-0.0832707
11,-0.912075,0.0423494,0.0582544,-0.0758818
12,-0.709392,0.0984646,0.0727645,-0.0616114
13,-0.506708,0.116571,0.0832297,-0.0398194
14,-0.304025,0.0775584,0.088906,-0.020146
15,-0.101342,0.0606172,0.0913962,-0.00614305
16,0.101342,0.0606172,0.0913962,0.00614305
17,0.304025,0.0775584,0.088906,0.020146
18,0.506708,0.116571,0.0832297,0.0398194
19,0.709392,0.0984646,0.0727645,0.0616114
20,0.912075,0.0423494,0.0582544,0.0758818
21,1.11476,0.0305615,0.0420046,0.0832707
22,1.31744,0.0197251,0.0244992,0.0883668
23,1.52013,0.00789498,0.0061836,0.0911659
24,1.72281,-0.00376651,-0.0124564,0.0915843
25,1.92549,-0.0137935,-0.0309416,0.0898047
26,2.12818,-0.0187702,-0.0488602,0.0865046
27,2.33086,-0.0634943,-0.0660077,0.0781678
28,2.53354,-0.161858,-0.0805469,0.0553302
29,2.73623,-0.102802,-0.0884368,0.0285091
30,2.93891,-0.0646748,-0.0921035,0.0115367
31,3.14159,-0.0491646,-0.0931134,1.33517e-15
