j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.136431,-0.131868,-1.36941e-16
1,-2.93891,-0.128623,-0.129066,-0.026861
2,-2.73623,-0.143938,-0.12098,-0.0544829
3,-2.53354,-0.114716,-0.10698,-0.0806954
4,-2.33086,-0.0716634,-0.0882684,-0.0995835
5,-2.12818,-0.0581189,-0.0666125,-0.112736
6,-1.92549,-0.0356867,-0.042569,-0.122242
7,-1.72281,-0.011298,-0.0170595,-0.127004
8,-1.52013,0.0130467,0.0089141,-0.126827
9,-1.31744,0.0372035,0.0343518,-0.121734
10,-1.11476,0.0598083,0.0582611,-0.111903
11,-0.912075,0.0795766,0.0797134,-0.0977773
12,-0.709392,0.0959182,0.0978967,-0.0799923
13,-0.506708,0.108472,0.11214,-0.059279
14,-0.304025,0.116973,0.121926,-0.036432
15,-0.101342,0.121262,0.126908,-0.0122889
16,0.101342,0.121262,0.126908,0.0122889
17,0.304025,0.116973,0.121926,0.036432
18,0.506708,0.108472,0.11214,0.059279
19,0.709392,0.0959182,0.0978967,0.0799923
20,0.912075,0.0795766,0.0797134,0.0977773
21,1.11476,0.0598083,0.0582611,0.111903
22,1.31744,0.0372035,0.0343518,0.121734
23,1.52013,0.0130467,0.0089141,0.126827
24,1.72281,-0.011298,-0.0170595,0.127004
25,1.92549,-0.0356867,-0.042569,0.122242
26,2.12818,-0.0581189,-0.0666125,0.112736
27,2.33086,-0.0716634,-0.0882684,0.0995835
28,2.53354,-0.114716,-0.10698,0.0806954
29,2.73623,-0.143938,-0.12098,0.0544829
30,2.93891,-0.128623,-0.129066,0.026861
31,3.14159,-0.136431,-0.131868,-1.36941e-16
