j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0119685,-0.01101,-1.06985e-15
1,-2.93891,0.0235732,-0.0112558,0.00360186
2,-2.73623,-0.0272378,-0.0124701,0.00323049
3,-2.53354,-0.029376,-0.0125654,-0.00250686
4,-2.33086,-0.0368903,-0.0114539,-0.0092224
5,-2.12818,-0.0160822,-0.00882692,-0.0145907
6,-1.92549,0.0260294,-0.00553929,-0.0135827
7,-1.72281,-0.0129021,-0.00332096,-0.0122523
8,-1.52013,-0.00371563,-0.000572606,-0.0139364
9,-1.31744,-0.019317,0.00232839,-0.0162706
10,-1.11476,-0.00878671,0.00602294,-0.0191186
11,-0.912075,0.00942264,0.0100785,-0.0190542
12,-0.709392,0.0764957,0.0137469,-0.0103471
13,-0.506708,0.0450335,0.0142728,0.0019689
14,-0.304025,-7.01833e-05,0.0129487,0.00652556
15,-0.101342,-0.0321608,0.0116276,0.00325923
16,0.101342,-0.0321608,0.0116276,-0.00325923
17,0.304025,-7.01833e-05,0.0129487,-0.00652556
18,0.506708,0.0450335,0.0142728,-0.0019689
19,0.709392,0.0764957,0.0137469,0.0103471
20,0.912075,0.00942264,0.0100785,0.0190542
21,1.11476,-0.00878671,0.00602294,0.0191186
22,1.31744,-0.019317,0.00232839,0.0162706
23,1.52013,-0.00371563,-0.000572606,0.0139364
24,1.72281,-0.0129021,-0.00332096,0.0122523
25,1.92549,0.0260294,-0.00553929,0.0135827
26,2.12818,-0.0160822,-0.00882692,0.0145907
27,2.33086,-0.0368903,-0.0114539,0.0092224
28,2.53354,-0.029376,-0.0125654,0.00250686
29,2.73623,-0.0272378,-0.0124701,-0.00323049
30,2.93891,0.0235732,-0.0112558,-0.00360186
31,3.14159,0.0119685,-0.01101,-1.06985e-15
