j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0483283,0.0215604,1.96852e-16
1,-2.93891,0.0343686,0.0205677,0.00838065
2,-2.73623,0.0044843,0.0181631,0.0123181
3,-2.53354,-0.000226893,0.0155744,0.0127495
4,-2.33086,-0.000526679,0.0129949,0.0126731
5,-2.12818,0.0173969,0.0104371,0.0143828
6,-1.92549,0.0254014,0.00716458,0.0187201
7,-1.72281,0.0127186,0.00284859,0.0225832
8,-1.52013,0.00244046,-0.0019899,0.0241195
9,-1.31744,-0.0418786,-0.00692864,0.0201227
10,-1.11476,-0.0277873,-0.010147,0.0130627
11,-0.912075,-0.0183489,-0.0122238,0.00838716
12,-0.709392,0.0177522,-0.0135469,0.0083267
13,-0.506708,0.0195311,-0.0155992,0.0121051
14,-0.304025,-0.0234003,-0.0184538,0.011713
15,-0.101342,-0.0460893,-0.0203472,0.00467076
16,0.101342,-0.0460893,-0.0203472,-0.00467076
17,0.304025,-0.0234003,-0.0184538,-0.011713
18,0.506708,0.0195311,-0.0155992,-0.0121051
19,0.709392,0.0177522,-0.0135469,-0.0083267
20,0.912075,-0.0183489,-0.0122238,-0.00838716
21,1.11476,-0.0277873,-0.010147,-0.0130627
22,1.31744,-0.0418786,-0.00692864,-0.0201227
23,1.52013,0.00244046,-0.0019899,-0.0241195
24,1.72281,0.0127186,0.00284859,-0.0225832
25,1.92549,0.0254014,0.00716458,-0.0187201
26,2.12818,0.0173969,0.0104371,-0.0143828
27,2.33086,-0.000526679,0.0129949,-0.0126731
28,2.53354,-0.000226893,0.0155744,-0.0127495
29,2.73623,0.0044843,0.0181631,-0.0123181
30,2.93891,0.0343686,0.0205677,-0.00838065
31,3.14159,0.0483283,0.0215604,1.96852e-16
