j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.125616,-0.133977,1.8487e-15
1,-2.93891,-0.122908,-0.131397,-0.0251859
2,-2.73623,-0.156453,-0.123768,-0.0534968
3,-2.53354,-0.130543,-0.109711,-0.0825815
4,-2.33086,-0.0728046,-0.090292,-0.103189
5,-2.12818,-0.0544405,-0.0678819,-0.116084
6,-1.92549,-0.0329614,-0.0432353,-0.124942
7,-1.72281,-0.00990486,-0.0172347,-0.129286
8,-1.52013,0.0135347,0.0091729,-0.128918
9,-1.31744,0.0371071,0.0350244,-0.123786
10,-1.11476,0.059692,0.0593516,-0.113976
11,-0.912075,0.0800107,0.0812266,-0.0998184
12,-0.709392,0.0972136,0.0998147,-0.0818582
13,-0.506708,0.110683,0.114409,-0.0607896
14,-0.304025,0.119936,0.124457,-0.0374183
15,-0.101342,0.124646,0.129577,-0.0126319
16,0.101342,0.124646,0.129577,0.0126319
17,0.304025,0.119936,0.124457,0.0374183
18,0.506708,0.110683,0.114409,0.0607896
19,0.709392,0.0972136,0.0998147,0.0818582
20,0.912075,0.0800107,0.0812266,0.0998184
21,1.11476,0.059692,0.0593516,0.113976
22,1.31744,0.0371071,0.0350244,0.123786
23,1.52013,0.0135347,0.0091729,0.128918
24,1.72281,-0.00990486,-0.0172347,0.129286
25,1.92549,-0.0329614,-0.0432353,0.124942
26,2.12818,-0.0544405,-0.0678819,0.116084
27,2.33086,-0.0728046,-0.090292,0.103189
28,2.53354,-0.130543,-0.109711,0.0825815
29,2.73623,-0.156453,-0.123768,0.0534968
30,2.93891,-0.122908,-0.131397,0.0251859
31,3.14159,-0.125616,-0.133977,1.8487e-15
