j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0424642,-0.0108382,-1.06129e-15
1,-2.93891,-0.0286088,-0.00996598,-0.00720265
2,-2.73623,0.00679271,-0.00791849,-0.00941353
3,-2.53354,0.032173,-0.00615005,-0.00546468
4,-2.33086,0.00781753,-0.00570329,-0.00141198
5,-2.12818,-0.0143895,-0.00557768,-0.00207799
6,-1.92549,-0.013261,-0.00486094,-0.00488013
7,-1.72281,-0.0379569,-0.00359944,-0.0100706
8,-1.52013,0.0023645,-0.000778642,-0.0136776
9,-1.31744,0.00670426,0.00194502,-0.0127586
10,-1.11476,0.00948466,0.00439326,-0.011118
11,-0.912075,0.0105992,0.00645187,-0.00908264
12,-0.709392,0.0106472,0.00807506,-0.00692949
13,-0.506708,0.0101559,0.00926086,-0.00482127
14,-0.304025,0.00955007,0.0100294,-0.00282424
15,-0.101342,0.00915919,0.0104057,-0.000928208
16,0.101342,0.00915919,0.0104057,0.000928208
17,0.304025,0.00955007,0.0100294,0.00282424
18,0.506708,0.0101559,0.00926086,0.00482127
19,0.709392,0.0106472,0.00807506,0.00692949
20,0.912075,0.0105992,0.00645187,0.00908264
21,1.11476,0.00948466,0.00439326,0.011118
22,1.31744,0.00670426,0.00194502,0.0127586
23,1.52013,0.0023645,-0.000778642,0.0136776
24,1.72281,-0.0379569,-0.00359944,0.0100706
25,1.92549,-0.013261,-0.00486094,0.00488013
26,2.12818,-0.0143895,-0.00557768,0.00207799
27,2.33086,0.00781753,-0.00570329,0.00141198
28,2.53354,0.032173,-0.00615005,0.00546468
29,2.73623,0.00679271,-0.00791849,0.00941353
30,2.93891,-0.0286088,-0.00996598,0.00720265
31,3.14159,-0.0424642,-0.0108382,-1.06129e-15
