j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0858157,-0.129189,-0
1,-2.93891,-0.0994225,-0.127426,-0.0187724
2,-2.73623,-0.166603,-0.121579,-0.0457319
3,-2.53354,-0.186017,-0.108888,-0.081467
4,-2.33086,-0.0564566,-0.0885548,-0.10604
5,-2.12818,-0.0340555,-0.0659027,-0.115212
6,-1.92549,-0.0267564,-0.0418515,-0.121375
7,-1.72281,-0.0085936,-0.0167012,-0.124958
8,-1.52013,0.0116384,0.00880209,-0.124649
9,-1.31744,0.0316831,0.0338273,-0.120259
10,-1.11476,0.0492631,0.057551,-0.112055
11,-0.912075,0.0607553,0.0792509,-0.100906
12,-0.709392,0.118023,0.0984549,-0.0827883
13,-0.506708,0.140882,0.112811,-0.0565505
14,-0.304025,0.109126,0.121379,-0.0312142
15,-0.101342,0.0994416,0.125464,-0.0100776
16,0.101342,0.0994416,0.125464,0.0100776
17,0.304025,0.109126,0.121379,0.0312142
18,0.506708,0.140882,0.112811,0.0565505
19,0.709392,0.118023,0.0984549,0.0827883
20,0.912075,0.0607553,0.0792509,0.100906
21,1.11476,0.0492631,0.057551,0.112055
22,1.31744,0.0316831,0.0338273,0.120259
23,1.52013,0.0116384,0.00880209,0.124649
24,1.72281,-0.0085936,-0.0167012,0.124958
25,1.92549,-0.0267564,-0.0418515,0.121375
26,2.12818,-0.0340555,-0.0659027,0.115212
27,2.33086,-0.0564566,-0.0885548,0.10604
28,2.53354,-0.186017,-0.108888,0.081467
29,2.73623,-0.166603,-0.121579,0.0457319
30,2.93891,-0.0994225,-0.127426,0.0187724
31,3.14159,-0.0858157,-0.129189,-0
