j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0776201,0.137523,4.79292e-16
1,-2.93891,0.110582,0.135929,0.0190727
2,-2.73623,0.135141,0.129792,0.0439746
3,-2.53354,0.180276,0.118103,0.0759395
4,-2.33086,0.112546,0.0990086,0.105615
5,-2.12818,0.0409213,0.0752905,0.121167
6,-1.92549,0.0351589,0.0498914,0.128877
7,-1.72281,0.0231713,0.023048,0.134789
8,-1.52013,0.00507123,-0.00474738,0.137651
9,-1.31744,-0.0226928,-0.032751,0.135865
10,-1.11476,-0.0426521,-0.0598225,0.129243
11,-0.912075,-0.0387186,-0.0851417,0.120996
12,-0.709392,-0.0912377,-0.10887,0.107826
13,-0.506708,-0.244973,-0.128851,0.0737544
14,-0.304025,-0.134896,-0.138768,0.0352578
15,-0.101342,-0.106507,-0.143143,0.0107936
16,0.101342,-0.106507,-0.143143,-0.0107936
17,0.304025,-0.134896,-0.138768,-0.0352578
18,0.506708,-0.244973,-0.128851,-0.0737544
19,0.709392,-0.0912377,-0.10887,-0.107826
20,0.912075,-0.0387186,-0.0851417,-0.120996
21,1.11476,-0.0426521,-0.0598225,-0.129243
22,1.31744,-0.0226928,-0.032751,-0.135865
23,1.52013,0.00507123,-0.00474738,-0.137651
24,1.72281,0.0231713,0.023048,-0.134789
25,1.92549,0.0351589,0.0498914,-0.128877
26,2.12818,0.0409213,0.0752905,-0.121167
27,2.33086,0.112546,0.0990086,-0.105615
28,2.53354,0.180276,0.118103,-0.0759395
29,2.73623,0.135141,0.129792,-0.0439746
30,2.93891,0.110582,0.135929,-0.0190727
31,3.14159,0.0776201,0.137523,4.79292e-16
