j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.134847,-0.142205,1.30094e-15
1,-2.93891,-0.131558,-0.139436,-0.026998
2,-2.73623,-0.174743,-0.131261,-0.0580391
3,-2.53354,-0.125005,-0.115908,-0.0884161
4,-2.33086,-0.0769459,-0.0954203,-0.108882
5,-2.12818,-0.0583008,-0.0717712,-0.122588
6,-1.92549,-0.0355124,-0.0457271,-0.132095
7,-1.72281,-0.0109047,-0.0182241,-0.136799
8,-1.52013,0.0140967,0.00972681,-0.136476
9,-1.31744,0.0392196,0.0370987,-0.131073
10,-1.11476,0.0632369,0.0628594,-0.12069
11,-0.912075,0.0847828,0.0860222,-0.105689
12,-0.709392,0.102981,0.105702,-0.0866608
13,-0.506708,0.117202,0.121152,-0.0643472
14,-0.304025,0.126957,0.131786,-0.0396037
15,-0.101342,0.131918,0.137206,-0.0133688
16,0.101342,0.131918,0.137206,0.0133688
17,0.304025,0.126957,0.131786,0.0396037
18,0.506708,0.117202,0.121152,0.0643472
19,0.709392,0.102981,0.105702,0.0866608
20,0.912075,0.0847828,0.0860222,0.105689
21,1.11476,0.0632369,0.0628594,0.12069
22,1.31744,0.0392196,0.0370987,0.131073
23,1.52013,0.0140967,0.00972681,0.136476
24,1.72281,-0.0109047,-0.0182241,0.136799
25,1.92549,-0.0355124,-0.0457271,0.132095
26,2.12818,-0.0583008,-0.0717712,0.122588
27,2.33086,-0.0769459,-0.0954203,0.108882
28,2.53354,-0.125005,-0.115908,0.0884161
29,2.73623,-0.174743,-0.131261,0.0580391
30,2.93891,-0.131558,-0.139436,0.026998
31,3.14159,-0.134847,-0.142205,1.30094e-15
