j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00194311,0.000743407,-1.00138e-15
1,-2.93891,0.00173652,0.000703495,0.000372901
2,-2.73623,0.0014283,0.000592245,0.000693629
3,-2.53354,0.00241575,0.000422321,0.00108319
4,-2.33086,0.00303489,0.000153156,0.00163557
5,-2.12818,0.000920029,-0.000240684,0.00203637
6,-1.92549,-0.00157041,-0.000672319,0.00197046
7,-1.72281,-0.00589465,-0.00103944,0.00121393
8,-1.52013,-0.0100005,-0.00116441,-0.000396911
9,-1.31744,-0.00321127,-0.000878547,-0.00173582
10,-1.11476,-0.000186225,-0.000460765,-0.00208013
11,-0.912075,0.00197633,-3.53324e-05,-0.00189871
12,-0.709392,0.00331425,0.000308911,-0.00136256
13,-0.506708,0.00176816,0.000517003,-0.000847497
14,-0.304025,0.00129936,0.000652458,-0.000536629
15,-0.101342,0.00199794,0.000734535,-0.000202475
16,0.101342,0.00199794,0.000734535,0.000202475
17,0.304025,0.00129936,0.000652458,0.000536629
18,0.506708,0.00176816,0.000517003,0.000847497
19,0.709392,0.00331425,0.000308911,0.00136256
20,0.912075,0.00197633,-3.53324e-05,0.00189871
21,1.11476,-0.000186225,-0.000460765,0.00208013
22,1.31744,-0.00321127,-0.000878547,0.00173582
23,1.52013,-0.0100005,-0.00116441,0.000396911
24,1.72281,-0.00589465,-0.00103944,-0.00121393
25,1.92549,-0.00157041,-0.000672319,-0.00197046
26,2.12818,0.000920029,-0.000240684,-0.00203637
27,2.33086,0.00303489,0.000153156,-0.00163557
28,2.53354,0.00241575,0.000422321,-0.00108319
29,2.73623,0.0014283,0.000592245,-0.000693629
30,2.93891,0.00173652,0.000703495,-0.000372901
31,3.14159,0.00194311,0.000743407,-1.00138e-15
