j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0778828,0.059602,-3.42351e-17
1,-2.93891,0.0661451,0.0580023,0.014596
2,-2.73623,0.0420698,0.0536853,0.0255627
3,-2.53354,0.0369967,0.04764,0.0335755
4,-2.33086,0.0262559,0.0400749,0.0399856
5,-2.12818,0.0340774,0.0314312,0.0460999
6,-1.92549,0.036921,0.0213875,0.053295
7,-1.72281,0.0193595,0.00982716,0.0589985
8,-1.52013,0.00280579,-0.00252852,0.0612448
9,-1.31744,-0.0139863,-0.0149995,0.0601118
10,-1.11476,-0.0307789,-0.0268958,0.0555752
11,-0.912075,-0.0906945,-0.0375278,0.0432648
12,-0.709392,-0.0138181,-0.044434,0.0326734
13,-0.506708,-0.0173868,-0.0507725,0.029511
14,-0.304025,-0.057637,-0.0563967,0.0219079
15,-0.101342,-0.079271,-0.0596532,0.00803346
16,0.101342,-0.079271,-0.0596532,-0.00803346
17,0.304025,-0.057637,-0.0563967,-0.0219079
18,0.506708,-0.0173868,-0.0507725,-0.029511
19,0.709392,-0.0138181,-0.044434,-0.0326734
20,0.912075,-0.0906945,-0.0375278,-0.0432648
21,1.11476,-0.0307789,-0.0268958,-0.0555752
22,1.31744,-0.0139863,-0.0149995,-0.0601118
23,1.52013,0.00280579,-0.00252852,-0.0612448
24,1.72281,0.0193595,0.00982716,-0.0589985
25,1.92549,0.036921,0.0213875,-0.053295
26,2.12818,0.0340774,0.0314312,-0.0460999
27,2.33086,0.0262559,0.0400749,-0.0399856
28,2.53354,0.0369967,0.04764,-0.0335755
29,2.73623,0.0420698,0.0536853,-0.0255627
30,2.93891,0.0661451,0.0580023,-0.014596
31,3.14159,0.0778828,0.059602,-3.42351e-17
