j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0472925,-0.00297313,-2.74951e-16
1,-2.93891,-0.0253778,-0.00200173,-0.00736453
2,-2.73623,-0.000932011,1.22012e-05,-0.0100308
3,-2.53354,0.0573668,0.00206442,-0.00431161
4,-2.33086,0.0377532,0.00175999,0.00532801
5,-2.12818,-0.00911228,-9.53751e-05,0.00823053
6,-1.92549,-0.020078,-0.0015764,0.00527235
7,-1.72281,-0.0339635,-0.00223261,-0.00020431
8,-1.52013,-0.0134052,-0.00149358,-0.00500473
9,-1.31744,0.0143793,-0.000203856,-0.00490601
10,-1.11476,0.0249345,0.000495157,-0.000921884
11,-0.912075,-0.00456444,0.000169845,0.00114245
12,-0.709392,-0.0140057,3.20439e-05,-0.000739479
13,-0.506708,-0.0181501,0.000469605,-0.0039982
14,-0.304025,-0.00290599,0.00165278,-0.00613206
15,-0.101342,0.0317074,0.00295534,-0.00321328
16,0.101342,0.0317074,0.00295534,0.00321328
17,0.304025,-0.00290599,0.00165278,0.00613206
18,0.506708,-0.0181501,0.000469605,0.0039982
19,0.709392,-0.0140057,3.20439e-05,0.000739479
20,0.912075,-0.00456444,0.000169845,-0.00114245
21,1.11476,0.0249345,0.000495157,0.000921884
22,1.31744,0.0143793,-0.000203856,0.00490601
23,1.52013,-0.0134052,-0.00149358,0.00500473
24,1.72281,-0.0339635,-0.00223261,0.00020431
25,1.92549,-0.020078,-0.0015764,-0.00527235
26,2.12818,-0.00911228,-9.53751e-05,-0.00823053
27,2.33086,0.0377532,0.00175999,-0.00532801
28,2.53354,0.0573668,0.00206442,0.00431161
29,2.73623,-0.000932011,1.22012e-05,0.0100308
30,2.93891,-0.0253778,-0.00200173,0.00736453
31,3.14159,-0.0472925,-0.00297313,-2.74951e-16
