j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0322946,0.0974446,-1.8487e-15
1,-2.93891,0.0642302,0.0967812,0.00978198
2,-2.73623,0.0981737,0.0934793,0.0262403
3,-2.53354,0.15565,0.0861443,0.0519632
4,-2.33086,0.100555,0.0724151,0.0779275
5,-2.12818,0.0273937,0.054555,0.0908941
6,-1.92549,0.0137928,0.0355696,0.095068
7,-1.72281,0.0074584,0.0160176,0.0972216
8,-1.52013,0.00296251,-0.00384077,0.0982777
9,-1.31744,-0.0106307,-0.0238209,0.0975006
10,-1.11476,-0.0203654,-0.0433643,0.0943594
11,-0.912075,-0.0222398,-0.062071,0.0900417
12,-0.709392,-0.129911,-0.0798642,0.0746225
13,-0.506708,-0.149122,-0.0923205,0.0463448
14,-0.304025,-0.0951761,-0.0986508,0.0215873
15,-0.101342,-0.0589192,-0.101071,0.00597097
16,0.101342,-0.0589192,-0.101071,-0.00597097
17,0.304025,-0.0951761,-0.0986508,-0.0215873
18,0.506708,-0.149122,-0.0923205,-0.0463448
19,0.709392,-0.129911,-0.0798642,-0.0746225
20,0.912075,-0.0222398,-0.062071,-0.0900417
21,1.11476,-0.0203654,-0.0433643,-0.0943594
22,1.31744,-0.0106307,-0.0238209,-0.0975006
23,1.52013,0.00296251,-0.00384077,-0.0982777
24,1.72281,0.0074584,0.0160176,-0.0972216
25,1.92549,0.0137928,0.0355696,-0.095068
26,2.12818,0.0273937,0.054555,-0.0908941
27,2.33086,0.100555,0.0724151,-0.0779275
28,2.53354,0.15565,0.0861443,-0.0519632
29,2.73623,0.0981737,0.0934793,-0.0262403
30,2.93891,0.0642302,0.0967812,-0.00978198
31,3.14159,0.0322946,0.0974446,-1.8487e-15
