j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.140738,-0.146343,4.10822e-16
1,-2.93891,-0.136669,-0.143452,-0.0281129
2,-2.73623,-0.183233,-0.134947,-0.0605323
3,-2.53354,-0.120538,-0.118914,-0.091317
4,-2.33086,-0.0789996,-0.0979298,-0.111539
5,-2.12818,-0.0606856,-0.0737001,-0.125694
6,-1.92549,-0.0371236,-0.0469774,-0.135607
7,-1.72281,-0.0115719,-0.0187297,-0.140542
8,-1.52013,0.0143408,0.00999341,-0.140261
9,-1.31744,0.0403386,0.0381274,-0.13472
10,-1.11476,0.0651153,0.0646043,-0.124033
11,-0.912075,0.0872577,0.0884061,-0.108591
12,-0.709392,0.105899,0.108623,-0.0890161
13,-0.506708,0.120429,0.12449,-0.0660797
14,-0.304025,0.130378,0.13541,-0.0406624
15,-0.101342,0.135431,0.140974,-0.0137248
16,0.101342,0.135431,0.140974,0.0137248
17,0.304025,0.130378,0.13541,0.0406624
18,0.506708,0.120429,0.12449,0.0660797
19,0.709392,0.105899,0.108623,0.0890161
20,0.912075,0.0872577,0.0884061,0.108591
21,1.11476,0.0651153,0.0646043,0.124033
22,1.31744,0.0403386,0.0381274,0.13472
23,1.52013,0.0143408,0.00999341,0.140261
24,1.72281,-0.0115719,-0.0187297,0.140542
25,1.92549,-0.0371236,-0.0469774,0.135607
26,2.12818,-0.0606856,-0.0737001,0.125694
27,2.33086,-0.0789996,-0.0979298,0.111539
28,2.53354,-0.120538,-0.118914,0.091317
29,2.73623,-0.183233,-0.134947,0.0605323
30,2.93891,-0.136669,-0.143452,0.0281129
31,3.14159,-0.140738,-0.146343,4.10822e-16
