j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.000987254,-0.000392219,-7.73099e-16
1,-2.93891,-0.000987254,-0.00037194,-0.0002001
2,-2.73623,-0.000987254,-0.000311105,-0.0004002
3,-2.53354,-0.00098731,-0.000209713,-0.000600306
4,-2.33086,-0.000983861,-6.7761e-05,-0.000800068
5,-2.12818,-0.00110093,0.000114608,-0.00101134
6,-1.92549,0.000324906,0.000342204,-0.00108999
7,-1.72281,0.00439414,0.000556453,-0.000611751
8,-1.52013,0.00357136,0.000590188,0.000195486
9,-1.31744,0.00349034,0.000477209,0.000911131
10,-1.11476,-0.00131313,0.000220846,0.00113177
11,-0.912075,-0.000978228,1.8426e-05,0.000899564
12,-0.709392,-0.000987395,-0.000143808,0.000700364
13,-0.506708,-0.000987253,-0.000265478,0.00050025
14,-0.304025,-0.000987254,-0.000346592,0.00030015
15,-0.101342,-0.000987254,-0.000387149,0.00010005
16,0.101342,-0.000987254,-0.000387149,-0.00010005
17,0.304025,-0.000987254,-0.000346592,-0.00030015
18,0.506708,-0.000987253,-0.000265478,-0.00050025
19,0.709392,-0.000987395,-0.000143808,-0.000700364
20,0.912075,-0.000978228,1.8426e-05,-0.000899564
21,1.11476,-0.00131313,0.000220846,-0.00113177
22,1.31744,0.00349034,0.000477209,-0.000911131
23,1.52013,0.00357136,0.000590188,-0.000195486
24,1.72281,0.00439414,0.000556453,0.000611751
25,1.92549,0.000324906,0.000342204,0.00108999
26,2.12818,-0.00110093,0.000114608,0.00101134
27,2.33086,-0.000983861,-6.7761e-05,0.000800068
28,2.53354,-0.00098731,-0.000209713,0.000600306
29,2.73623,-0.000987254,-0.000311105,0.0004002
30,2.93891,-0.000987254,-0.00037194,0.0002001
31,3.14159,-0.000987254,-0.000392219,-7.73099e-16
