j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.129616,-0.121442,-1.02705e-16
1,-2.93891,-0.120643,-0.118779,-0.0253617
2,-2.73623,-0.117921,-0.111161,-0.0495382
3,-2.53354,-0.115202,-0.0986983,-0.0731633
4,-2.33086,-0.0663727,-0.081503,-0.0915643
5,-2.12818,-0.0549723,-0.0615812,-0.103862
6,-1.92549,-0.0337052,-0.039401,-0.112848
7,-1.72281,-0.0106475,-0.0158362,-0.117343
8,-1.52013,0.0121926,0.00816601,-0.117187
9,-1.31744,0.0347437,0.0316673,-0.11243
10,-1.11476,0.0556758,0.0537414,-0.103267
11,-0.912075,0.0738059,0.0735282,-0.0901447
12,-0.709392,0.0886717,0.090283,-0.073679
13,-0.506708,0.100017,0.103395,-0.054557
14,-0.304025,0.107661,0.112399,-0.0335106
15,-0.101342,0.111504,0.116979,-0.0113
16,0.101342,0.111504,0.116979,0.0113
17,0.304025,0.107661,0.112399,0.0335106
18,0.506708,0.100017,0.103395,0.054557
19,0.709392,0.0886717,0.090283,0.073679
20,0.912075,0.0738059,0.0735282,0.0901447
21,1.11476,0.0556758,0.0537414,0.103267
22,1.31744,0.0347437,0.0316673,0.11243
23,1.52013,0.0121926,0.00816601,0.117187
24,1.72281,-0.0106475,-0.0158362,0.117343
25,1.92549,-0.0337052,-0.039401,0.112848
26,2.12818,-0.0549723,-0.0615812,0.103862
27,2.33086,-0.0663727,-0.081503,0.0915643
28,2.53354,-0.115202,-0.0986983,0.0731633
29,2.73623,-0.117921,-0.111161,0.0495382
30,2.93891,-0.120643,-0.118779,0.0253617
31,3.14159,-0.129616,-0.121442,-1.02705e-16
