j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0715847,0.133817,-6.84703e-16
1,-2.93891,0.104848,0.132346,0.01788
2,-2.73623,0.13221,0.126569,0.0419038
3,-2.53354,0.180122,0.11536,0.0735561
4,-2.33086,0.113263,0.0967515,0.103288
5,-2.12818,0.0397949,0.0734902,0.118799
6,-1.92549,0.0319999,0.0485942,0.126075
7,-1.72281,0.0207428,0.0223836,0.13142
8,-1.52013,0.00470995,-0.0046792,0.134
9,-1.31744,-0.0209631,-0.0319354,0.132352
10,-1.11476,-0.0394035,-0.0583305,0.126235
11,-0.912075,-0.0370141,-0.0831068,0.118491
12,-0.709392,-0.0957141,-0.106363,0.10504
13,-0.506708,-0.23964,-0.125686,0.0710543
14,-0.304025,-0.130366,-0.135166,0.0335572
15,-0.101342,-0.100382,-0.139289,0.0101729
16,0.101342,-0.100382,-0.139289,-0.0101729
17,0.304025,-0.130366,-0.135166,-0.0335572
18,0.506708,-0.23964,-0.125686,-0.0710543
19,0.709392,-0.0957141,-0.106363,-0.10504
20,0.912075,-0.0370141,-0.0831068,-0.118491
21,1.11476,-0.0394035,-0.0583305,-0.126235
22,1.31744,-0.0209631,-0.0319354,-0.132352
23,1.52013,0.00470995,-0.0046792,-0.134
24,1.72281,0.0207428,0.0223836,-0.13142
25,1.92549,0.0319999,0.0485942,-0.126075
26,2.12818,0.0397949,0.0734902,-0.118799
27,2.33086,0.113263,0.0967515,-0.103288
28,2.53354,0.180122,0.11536,-0.0735561
29,2.73623,0.13221,0.126569,-0.0419038
30,2.93891,0.104848,0.132346,-0.01788
31,3.14159,0.0715847,0.133817,-6.84703e-16
