j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.14319,-0.145312,1.09552e-15
1,-2.93891,-0.137753,-0.142371,-0.0284713
2,-2.73623,-0.178806,-0.133771,-0.060552
3,-2.53354,-0.116514,-0.117825,-0.0904802
4,-2.33086,-0.078451,-0.097093,-0.110238
5,-2.12818,-0.0614773,-0.0731381,-0.124419
6,-1.92549,-0.0377333,-0.0466577,-0.134473
7,-1.72281,-0.011901,-0.0186272,-0.139503
8,-1.52013,0.0141763,0.00989223,-0.139272
9,-1.31744,0.0402506,0.0378293,-0.133757
10,-1.11476,0.0649552,0.0641128,-0.123095
11,-0.912075,0.0868793,0.0877279,-0.107708
12,-0.709392,0.105228,0.107774,-0.0882393
13,-0.506708,0.119464,0.123497,-0.0654686
14,-0.304025,0.129177,0.134313,-0.0402708
15,-0.101342,0.1341,0.139822,-0.0135899
16,0.101342,0.1341,0.139822,0.0135899
17,0.304025,0.129177,0.134313,0.0402708
18,0.506708,0.119464,0.123497,0.0654686
19,0.709392,0.105228,0.107774,0.0882393
20,0.912075,0.0868793,0.0877279,0.107708
21,1.11476,0.0649552,0.0641128,0.123095
22,1.31744,0.0402506,0.0378293,0.133757
23,1.52013,0.0141763,0.00989223,0.139272
24,1.72281,-0.011901,-0.0186272,0.139503
25,1.92549,-0.0377333,-0.0466577,0.134473
26,2.12818,-0.0614773,-0.0731381,0.124419
27,2.33086,-0.078451,-0.097093,0.110238
28,2.53354,-0.116514,-0.117825,0.0904802
29,2.73623,-0.178806,-0.133771,0.060552
30,2.93891,-0.137753,-0.142371,0.0284713
31,3.14159,-0.14319,-0.145312,1.09552e-15
