j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00781169,-0.0465898,-1.18111e-15
1,-2.93891,-0.0236104,-0.0464294,-0.00318437
2,-2.73623,-0.0599426,-0.045299,-0.0116518
3,-2.53354,-0.0622889,-0.0417061,-0.0240389
4,-2.33086,-0.0652661,-0.0355544,-0.0369656
5,-2.12818,-0.0232774,-0.0267215,-0.0459387
6,-1.92549,-0.000171437,-0.0169324,-0.048315
7,-1.72281,0.00111565,-0.00713623,-0.0482193
8,-1.52013,0.00336009,0.00261412,-0.0477658
9,-1.31744,0.0060461,0.0122264,-0.0468125
10,-1.11476,0.00911137,0.0215904,-0.0452764
11,-0.912075,0.018273,0.03058,-0.0425013
12,-0.709392,0.0682392,0.038819,-0.033734
13,-0.506708,0.0797404,0.0442546,-0.0187375
14,-0.304025,0.0368633,0.0464145,-0.00692065
15,-0.101342,0.0157135,0.04706,-0.00159243
16,0.101342,0.0157135,0.04706,0.00159243
17,0.304025,0.0368633,0.0464145,0.00692065
18,0.506708,0.0797404,0.0442546,0.0187375
19,0.709392,0.0682392,0.038819,0.033734
20,0.912075,0.018273,0.03058,0.0425013
21,1.11476,0.00911137,0.0215904,0.0452764
22,1.31744,0.0060461,0.0122264,0.0468125
23,1.52013,0.00336009,0.00261412,0.0477658
24,1.72281,0.00111565,-0.00713623,0.0482193
25,1.92549,-0.000171437,-0.0169324,0.048315
26,2.12818,-0.0232774,-0.0267215,0.0459387
27,2.33086,-0.0652661,-0.0355544,0.0369656
28,2.53354,-0.0622889,-0.0417061,0.0240389
29,2.73623,-0.0599426,-0.045299,0.0116518
30,2.93891,-0.0236104,-0.0464294,0.00318437
31,3.14159,-0.00781169,-0.0465898,-1.18111e-15
