j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0367893,0.0734735,1.71176e-15
1,-2.93891,0.0495828,0.0727178,0.0087531
2,-2.73623,0.0820339,0.0699253,0.0220914
3,-2.53354,0.100674,0.0637627,0.0406073
4,-2.33086,0.0609091,0.0534645,0.0569824
5,-2.12818,0.0275936,0.040664,0.0659514
6,-1.92549,0.0194569,0.0267299,0.0707196
7,-1.72281,0.0107213,0.0119966,0.0737779
8,-1.52013,0.00072768,-0.00317716,0.0749381
9,-1.31744,-0.0103565,-0.0183808,0.0739623
10,-1.11476,-0.021764,-0.033159,0.0707072
11,-0.912075,-0.0441374,-0.0470432,0.0640286
12,-0.709392,-0.0947754,-0.0591141,0.049951
13,-0.506708,-0.0608274,-0.0672916,0.0341819
14,-0.304025,-0.0674105,-0.0729703,0.0211861
15,-0.101342,-0.0708227,-0.0758798,0.00717729
16,0.101342,-0.0708227,-0.0758798,-0.00717729
17,0.304025,-0.0674105,-0.0729703,-0.0211861
18,0.506708,-0.0608274,-0.0672916,-0.0341819
19,0.709392,-0.0947754,-0.0591141,-0.049951
20,0.912075,-0.0441374,-0.0470432,-0.0640286
21,1.11476,-0.021764,-0.033159,-0.0707072
22,1.31744,-0.0103565,-0.0183808,-0.0739623
23,1.52013,0.00072768,-0.00317716,-0.0749381
24,1.72281,0.0107213,0.0119966,-0.0737779
25,1.92549,0.0194569,0.0267299,-0.0707196
26,2.12818,0.0275936,0.040664,-0.0659514
27,2.33086,0.0609091,0.0534645,-0.0569824
28,2.53354,0.100674,0.0637627,-0.0406073
29,2.73623,0.0820339,0.0699253,-0.0220914
30,2.93891,0.0495828,0.0727178,-0.0087531
31,3.14159,0.0367893,0.0734735,1.71176e-15
