j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0707117,-0.0773919,1.81446e-15
1,-2.93891,-0.0693114,-0.0759394,-0.0141902
2,-2.73623,-0.0651607,-0.0716396,-0.0278178
3,-2.53354,-0.0784414,-0.064663,-0.0423707
4,-2.33086,-0.08103,-0.054464,-0.0585318
5,-2.12818,-0.0310271,-0.0409362,-0.0698878
6,-1.92549,-0.0179484,-0.0261338,-0.0748511
7,-1.72281,-0.00446971,-0.010594,-0.077123
8,-1.52013,0.00910018,0.00512934,-0.0766537
9,-1.31744,0.0226995,0.0204789,-0.0734311
10,-1.11476,0.0357578,0.0348959,-0.0675069
11,-0.912075,0.0475598,0.0478439,-0.0590634
12,-0.709392,0.0575922,0.0588382,-0.0484071
13,-0.506708,0.0654721,0.0674666,-0.0359356
14,-0.304025,0.0708985,0.0734053,-0.0221155
15,-0.101342,0.0736644,0.0764315,-0.00746528
16,0.101342,0.0736644,0.0764315,0.00746528
17,0.304025,0.0708985,0.0734053,0.0221155
18,0.506708,0.0654721,0.0674666,0.0359356
19,0.709392,0.0575922,0.0588382,0.0484071
20,0.912075,0.0475598,0.0478439,0.0590634
21,1.11476,0.0357578,0.0348959,0.0675069
22,1.31744,0.0226995,0.0204789,0.0734311
23,1.52013,0.00910018,0.00512934,0.0766537
24,1.72281,-0.00446971,-0.010594,0.077123
25,1.92549,-0.0179484,-0.0261338,0.0748511
26,2.12818,-0.0310271,-0.0409362,0.0698878
27,2.33086,-0.08103,-0.054464,0.0585318
28,2.53354,-0.0784414,-0.064663,0.0423707
29,2.73623,-0.0651607,-0.0716396,0.0278178
30,2.93891,-0.0693114,-0.0759394,0.0141902
31,3.14159,-0.0707117,-0.0773919,1.81446e-15
