j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0747447,0.135885,4.79292e-16
1,-2.93891,0.107883,0.13435,0.0185078
2,-2.73623,0.133901,0.128383,0.0430106
3,-2.53354,0.180447,0.116915,0.0748671
4,-2.33086,0.113068,0.098034,0.104612
5,-2.12818,0.0404369,0.0745083,0.120169
6,-1.92549,0.0336271,0.0493215,0.127675
7,-1.72281,0.021986,0.0227533,0.133311
8,-1.52013,0.00489168,-0.00471817,0.136034
9,-1.31744,-0.021859,-0.0323906,0.134315
10,-1.11476,-0.0410798,-0.059165,0.127937
11,-0.912075,-0.0379411,-0.0842518,0.119928
12,-0.709392,-0.0929725,-0.10778,0.106661
13,-0.506708,-0.243702,-0.127489,0.0725422
14,-0.304025,-0.132457,-0.137186,0.0344216
15,-0.101342,-0.103601,-0.141442,0.0104991
16,0.101342,-0.103601,-0.141442,-0.0104991
17,0.304025,-0.132457,-0.137186,-0.0344216
18,0.506708,-0.243702,-0.127489,-0.0725422
19,0.709392,-0.0929725,-0.10778,-0.106661
20,0.912075,-0.0379411,-0.0842518,-0.119928
21,1.11476,-0.0410798,-0.059165,-0.127937
22,1.31744,-0.021859,-0.0323906,-0.134315
23,1.52013,0.00489168,-0.00471817,-0.136034
24,1.72281,0.021986,0.0227533,-0.133311
25,1.92549,0.0336271,0.0493215,-0.127675
26,2.12818,0.0404369,0.0745083,-0.120169
27,2.33086,0.113068,0.098034,-0.104612
28,2.53354,0.180447,0.116915,-0.0748671
29,2.73623,0.133901,0.128383,-0.0430106
30,2.93891,0.107883,0.13435,-0.0185078
31,3.14159,0.0747447,0.135885,4.79292e-16
