j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000641888,0.000180446,-1.35349e-15
1,-2.93891,0.000477984,0.000167262,0.00011349
2,-2.73623,0.000583007,0.000134441,0.000221012
3,-2.53354,0.00118203,7.76705e-05,0.000399884
4,-2.33086,-3.93801e-05,-2.76584e-05,0.000515681
5,-2.12818,-0.00200218,-0.00013137,0.000308786
6,-1.92549,-0.0010281,-0.00015283,1.69254e-06
7,-1.72281,0.000154985,-0.000132056,-8.67909e-05
8,-1.52013,0.00104136,-0.000117648,3.44488e-05
9,-1.31744,-0.000574087,-0.00014602,8.18031e-05
10,-1.11476,-0.00150279,-0.000150808,-0.000128671
11,-0.912075,-0.00163097,-9.38612e-05,-0.00044625
12,-0.709392,0.000959528,3.00868e-05,-0.000514295
13,-0.506708,0.0011827,0.000114617,-0.000297198
14,-0.304025,0.00021744,0.000150561,-0.000155305
15,-0.101342,0.000657526,0.000177573,-6.66348e-05
16,0.101342,0.000657526,0.000177573,6.66348e-05
17,0.304025,0.00021744,0.000150561,0.000155305
18,0.506708,0.0011827,0.000114617,0.000297198
19,0.709392,0.000959528,3.00868e-05,0.000514295
20,0.912075,-0.00163097,-9.38612e-05,0.00044625
21,1.11476,-0.00150279,-0.000150808,0.000128671
22,1.31744,-0.000574087,-0.00014602,-8.18031e-05
23,1.52013,0.00104136,-0.000117648,-3.44488e-05
24,1.72281,0.000154985,-0.000132056,8.67909e-05
25,1.92549,-0.0010281,-0.00015283,-1.69254e-06
26,2.12818,-0.00200218,-0.00013137,-0.000308786
27,2.33086,-3.93801e-05,-2.76584e-05,-0.000515681
28,2.53354,0.00118203,7.76705e-05,-0.000399884
29,2.73623,0.000583007,0.000134441,-0.000221012
30,2.93891,0.000477984,0.000167262,-0.00011349
31,3.14159,0.000641888,0.000180446,-1.35349e-15
