j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0157544,0.040351,-1.88293e-16
1,-2.93891,0.0110761,0.0406746,-0.0004741
2,-2.73623,0.0418788,0.0405432,0.00489245
3,-2.53354,0.10219,0.0386914,0.0194927
4,-2.33086,0.0672391,0.0326415,0.0366629
5,-2.12818,0.00683228,0.0238294,0.0441694
6,-1.92549,-0.0068181,0.0147367,0.0441709
7,-1.72281,-0.00683116,0.00592405,0.0427876
8,-1.52013,0.00117045,-0.00260798,0.042214
9,-1.31744,0.00118654,-0.0111881,0.0424528
10,-1.11476,-0.00852587,-0.0198169,0.041709
11,-0.912075,-0.0439896,-0.0280956,0.036387
12,-0.709392,-0.049135,-0.034567,0.0269496
13,-0.506708,-0.0610522,-0.03902,0.0157831
14,-0.304025,-0.0420302,-0.040965,0.00533653
15,-0.101342,-0.00531429,-0.0411833,0.000538559
16,0.101342,-0.00531429,-0.0411833,-0.000538559
17,0.304025,-0.0420302,-0.040965,-0.00533653
18,0.506708,-0.0610522,-0.03902,-0.0157831
19,0.709392,-0.049135,-0.034567,-0.0269496
20,0.912075,-0.0439896,-0.0280956,-0.036387
21,1.11476,-0.00852587,-0.0198169,-0.041709
22,1.31744,0.00118654,-0.0111881,-0.0424528
23,1.52013,0.00117045,-0.00260798,-0.042214
24,1.72281,-0.00683116,0.00592405,-0.0427876
25,1.92549,-0.0068181,0.0147367,-0.0441709
26,2.12818,0.00683228,0.0238294,-0.0441694
27,2.33086,0.0672391,0.0326415,-0.0366629
28,2.53354,0.10219,0.0386914,-0.0194927
29,2.73623,0.0418788,0.0405432,-0.00489245
30,2.93891,0.0110761,0.0406746,0.0004741
31,3.14159,-0.0157544,0.040351,-1.88293e-16
