j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.116274,-0.14425,-6.84703e-17
1,-2.93891,-0.122394,-0.141862,-0.0241871
2,-2.73623,-0.196594,-0.134446,-0.0565139
3,-2.53354,-0.158198,-0.118953,-0.0924691
4,-2.33086,-0.0565207,-0.0969619,-0.114229
5,-2.12818,-0.0469194,-0.0726486,-0.124712
6,-1.92549,-0.0397001,-0.0464078,-0.13349
7,-1.72281,-0.013346,-0.0185361,-0.138866
8,-1.52013,0.0144403,0.00988379,-0.138755
9,-1.31744,0.0413132,0.0377105,-0.133105
10,-1.11476,0.0641089,0.0638401,-0.122421
11,-0.912075,0.0683735,0.087336,-0.108995
12,-0.709392,0.115429,0.108023,-0.0903683
13,-0.506708,0.138462,0.123968,-0.0646385
14,-0.304025,0.122069,0.134225,-0.0382359
15,-0.101342,0.127614,0.139468,-0.0129326
16,0.101342,0.127614,0.139468,0.0129326
17,0.304025,0.122069,0.134225,0.0382359
18,0.506708,0.138462,0.123968,0.0646385
19,0.709392,0.115429,0.108023,0.0903683
20,0.912075,0.0683735,0.087336,0.108995
21,1.11476,0.0641089,0.0638401,0.122421
22,1.31744,0.0413132,0.0377105,0.133105
23,1.52013,0.0144403,0.00988379,0.138755
24,1.72281,-0.013346,-0.0185361,0.138866
25,1.92549,-0.0397001,-0.0464078,0.13349
26,2.12818,-0.0469194,-0.0726486,0.124712
27,2.33086,-0.0565207,-0.0969619,0.114229
28,2.53354,-0.158198,-0.118953,0.0924691
29,2.73623,-0.196594,-0.134446,0.0565139
30,2.93891,-0.122394,-0.141862,0.0241871
31,3.14159,-0.116274,-0.14425,-6.84703e-17
