j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00180741,-0.000753854,2.01666e-16
1,-2.93891,-0.00188147,-0.000716729,-0.000373837
2,-2.73623,-0.00171412,-0.000602313,-0.000738221
3,-2.53354,-0.00169611,-0.000417479,-0.00108382
4,-2.33086,-0.00295951,-0.000162968,-0.00155563
5,-2.12818,-0.00231268,0.000213121,-0.00208992
6,-1.92549,0.00191232,0.000684216,-0.00213049
7,-1.72281,0.00625798,0.00107675,-0.0013025
8,-1.52013,0.0108078,0.00121221,0.000426974
9,-1.31744,0.00339567,0.000903671,0.00186638
10,-1.11476,7.94605e-05,0.000455639,0.00221855
11,-0.912075,-0.00344239,4.3425e-06,0.00187775
12,-0.709392,-0.00245565,-0.000305538,0.00128003
13,-0.506708,-0.00129455,-0.00051454,0.00089998
14,-0.304025,-0.00198961,-0.00067036,0.000567158
15,-0.101342,-0.00180344,-0.000744447,0.000182764
16,0.101342,-0.00180344,-0.000744447,-0.000182764
17,0.304025,-0.00198961,-0.00067036,-0.000567158
18,0.506708,-0.00129455,-0.00051454,-0.00089998
19,0.709392,-0.00245565,-0.000305538,-0.00128003
20,0.912075,-0.00344239,4.3425e-06,-0.00187775
21,1.11476,7.94605e-05,0.000455639,-0.00221855
22,1.31744,0.00339567,0.000903671,-0.00186638
23,1.52013,0.0108078,0.00121221,-0.000426974
24,1.72281,0.00625798,0.00107675,0.0013025
25,1.92549,0.00191232,0.000684216,0.00213049
26,2.12818,-0.00231268,0.000213121,0.00208992
27,2.33086,-0.00295951,-0.000162968,0.00155563
28,2.53354,-0.00169611,-0.000417479,0.00108382
29,2.73623,-0.00171412,-0.000602313,0.000738221
30,2.93891,-0.00188147,-0.000716729,0.000373837
31,3.14159,-0.00180741,-0.000753854,2.01666e-16
