j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.140227,-0.138319,-0
1,-2.93891,-0.133328,-0.135439,-0.0277225
2,-2.73623,-0.160328,-0.127081,-0.0574822
3,-2.53354,-0.114886,-0.112137,-0.0853728
4,-2.33086,-0.0749215,-0.0924739,-0.104608
5,-2.12818,-0.0599229,-0.0697327,-0.118274
6,-1.92549,-0.0368095,-0.0445298,-0.128077
7,-1.72281,-0.0116546,-0.0178147,-0.132988
8,-1.52013,0.0135776,0.00937918,-0.132793
9,-1.31744,0.0386961,0.0360153,-0.127496
10,-1.11476,0.0623246,0.0610617,-0.117258
11,-0.912075,0.0831165,0.0835478,-0.102519
12,-0.709392,0.100394,0.102619,-0.0839215
13,-0.506708,0.113723,0.117567,-0.0622225
14,-0.304025,0.122778,0.127842,-0.0382551
15,-0.101342,0.127354,0.133074,-0.0129063
16,0.101342,0.127354,0.133074,0.0129063
17,0.304025,0.122778,0.127842,0.0382551
18,0.506708,0.113723,0.117567,0.0622225
19,0.709392,0.100394,0.102619,0.0839215
20,0.912075,0.0831165,0.0835478,0.102519
21,1.11476,0.0623246,0.0610617,0.117258
22,1.31744,0.0386961,0.0360153,0.127496
23,1.52013,0.0135776,0.00937918,0.132793
24,1.72281,-0.0116546,-0.0178147,0.132988
25,1.92549,-0.0368095,-0.0445298,0.128077
26,2.12818,-0.0599229,-0.0697327,0.118274
27,2.33086,-0.0749215,-0.0924739,0.104608
28,2.53354,-0.114886,-0.112137,0.0853728
29,2.73623,-0.160328,-0.127081,0.0574822
30,2.93891,-0.133328,-0.135439,0.0277225
31,3.14159,-0.140227,-0.138319,-0
