j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000316495,0.000166395,-9.18999e-16
1,-2.93891,0.000307066,0.000159894,6.31927e-05
2,-2.73623,0.000365131,0.000140779,0.000131314
3,-2.53354,0.000150396,0.000106664,0.000183559
4,-2.33086,0.000187735,6.63702e-05,0.000217825
5,-2.12818,0.00223136,1.83645e-05,0.000462981
6,-1.92549,0.00204637,-0.000121307,0.000896493
7,-1.72281,-0.00368065,-0.000345044,0.000730872
8,-1.52013,-0.00593658,-0.000417578,-0.000243754
9,-1.31744,-0.00109732,-0.000246234,-0.000956581
10,-1.11476,0.00325689,-2.98118e-05,-0.000737727
11,-0.912075,0.00129206,5.28159e-05,-0.000276729
12,-0.709392,-0.00035924,8.2365e-05,-0.000182195
13,-0.506708,0.000467652,0.000126672,-0.000171209
14,-0.304025,0.000294159,0.000151767,-9.40054e-05
15,-0.101342,0.000316725,0.000164779,-3.20974e-05
16,0.101342,0.000316725,0.000164779,3.20974e-05
17,0.304025,0.000294159,0.000151767,9.40054e-05
18,0.506708,0.000467652,0.000126672,0.000171209
19,0.709392,-0.00035924,8.2365e-05,0.000182195
20,0.912075,0.00129206,5.28159e-05,0.000276729
21,1.11476,0.00325689,-2.98118e-05,0.000737727
22,1.31744,-0.00109732,-0.000246234,0.000956581
23,1.52013,-0.00593658,-0.000417578,0.000243754
24,1.72281,-0.00368065,-0.000345044,-0.000730872
25,1.92549,0.00204637,-0.000121307,-0.000896493
26,2.12818,0.00223136,1.83645e-05,-0.000462981
27,2.33086,0.000187735,6.63702e-05,-0.000217825
28,2.53354,0.000150396,0.000106664,-0.000183559
29,2.73623,0.000365131,0.000140779,-0.000131314
30,2.93891,0.000307066,0.000159894,-6.31927e-05
31,3.14159,0.000316495,0.000166395,-9.18999e-16
