j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00157391,-0.000671011,1.15811e-15
1,-2.93891,-0.00166004,-0.000638682,-0.000327735
2,-2.73623,-0.00148927,-0.000538158,-0.000646892
3,-2.53354,-0.00139791,-0.000376454,-0.000939483
4,-2.33086,-0.0027437,-0.000157323,-0.0013592
5,-2.12818,-0.00250995,0.000174521,-0.00189162
6,-1.92549,0.00148486,0.000609475,-0.0019955
7,-1.72281,0.00592668,0.00098343,-0.0012444
8,-1.52013,0.0103898,0.00111391,0.000409136
9,-1.31744,0.00304995,0.00081758,0.00177114
10,-1.11476,-0.000310794,0.000395953,0.00204873
11,-0.912075,-0.00344619,-1.29069e-05,0.00166799
12,-0.709392,-0.0021184,-0.000280195,0.00110407
13,-0.506708,-0.00103212,-0.000460458,0.000784786
14,-0.304025,-0.00178702,-0.000598321,0.00049909
15,-0.101342,-0.0015689,-0.000662773,0.000158995
16,0.101342,-0.0015689,-0.000662773,-0.000158995
17,0.304025,-0.00178702,-0.000598321,-0.00049909
18,0.506708,-0.00103212,-0.000460458,-0.000784786
19,0.709392,-0.0021184,-0.000280195,-0.00110407
20,0.912075,-0.00344619,-1.29069e-05,-0.00166799
21,1.11476,-0.000310794,0.000395953,-0.00204873
22,1.31744,0.00304995,0.00081758,-0.00177114
23,1.52013,0.0103898,0.00111391,-0.000409136
24,1.72281,0.00592668,0.00098343,0.0012444
25,1.92549,0.00148486,0.000609475,0.0019955
26,2.12818,-0.00250995,0.000174521,0.00189162
27,2.33086,-0.0027437,-0.000157323,0.0013592
28,2.53354,-0.00139791,-0.000376454,0.000939483
29,2.73623,-0.00148927,-0.000538158,0.000646892
30,2.93891,-0.00166004,-0.000638682,0.000327735
31,3.14159,-0.00157391,-0.000671011,1.15811e-15
