j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0892482,0.129925,-5.47762e-16
1,-2.93891,0.11785,0.128092,0.0209877
2,-2.73623,0.122579,0.121417,0.0453532
3,-2.53354,0.152072,0.109707,0.0731867
4,-2.33086,0.0899997,0.0917499,0.0977187
5,-2.12818,0.0369382,0.0700953,0.110583
6,-1.92549,0.0445445,0.0469233,0.11884
7,-1.72281,0.0312872,0.0219214,0.126525
8,-1.52013,0.00670232,-0.00436584,0.130375
9,-1.31744,-0.0271604,-0.0309284,0.128302
10,-1.11476,-0.0520585,-0.0563752,0.120274
11,-0.912075,-0.0380441,-0.0796834,0.111143
12,-0.709392,-0.0812902,-0.101429,0.0990491
13,-0.506708,-0.202313,-0.119835,0.0703083
14,-0.304025,-0.128526,-0.129929,0.0367805
15,-0.101342,-0.117205,-0.134744,0.0118777
16,0.101342,-0.117205,-0.134744,-0.0118777
17,0.304025,-0.128526,-0.129929,-0.0367805
18,0.506708,-0.202313,-0.119835,-0.0703083
19,0.709392,-0.0812902,-0.101429,-0.0990491
20,0.912075,-0.0380441,-0.0796834,-0.111143
21,1.11476,-0.0520585,-0.0563752,-0.120274
22,1.31744,-0.0271604,-0.0309284,-0.128302
23,1.52013,0.00670232,-0.00436584,-0.130375
24,1.72281,0.0312872,0.0219214,-0.126525
25,1.92549,0.0445445,0.0469233,-0.11884
26,2.12818,0.0369382,0.0700953,-0.110583
27,2.33086,0.0899997,0.0917499,-0.0977187
28,2.53354,0.152072,0.109707,-0.0731867
29,2.73623,0.122579,0.121417,-0.0453532
30,2.93891,0.11785,0.128092,-0.0209877
31,3.14159,0.0892482,0.129925,-5.47762e-16
