j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00083941,-0.000396451,1.3555e-15
1,-2.93891,-0.00095412,-0.00037921,-0.000181759
2,-2.73623,-0.000789513,-0.000322772,-0.000358462
3,-2.53354,-0.000516198,-0.000233901,-0.000490785
4,-2.33086,-0.00194041,-0.000123824,-0.000739742
5,-2.12818,-0.00262152,6.59659e-05,-0.00120206
6,-1.92549,0.00048136,0.000363449,-0.00141894
7,-1.72281,0.00432118,0.000641158,-0.000932246
8,-1.52013,0.007929,0.000741351,0.000309207
9,-1.31744,0.00188933,0.000515816,0.00130421
10,-1.11476,-0.000990102,0.000212666,0.00139534
11,-0.912075,-0.00307095,-4.98098e-05,0.000983789
12,-0.709392,-0.00109945,-0.000186129,0.000561154
13,-0.506708,-0.000260144,-0.000277283,0.00042337
14,-0.304025,-0.00112735,-0.00035775,0.000282759
15,-0.101342,-0.000831406,-0.000391904,8.42561e-05
16,0.101342,-0.000831406,-0.000391904,-8.42561e-05
17,0.304025,-0.00112735,-0.00035775,-0.000282759
18,0.506708,-0.000260144,-0.000277283,-0.00042337
19,0.709392,-0.00109945,-0.000186129,-0.000561154
20,0.912075,-0.00307095,-4.98098e-05,-0.000983789
21,1.11476,-0.000990102,0.000212666,-0.00139534
22,1.31744,0.00188933,0.000515816,-0.00130421
23,1.52013,0.007929,0.000741351,-0.000309207
24,1.72281,0.00432118,0.000641158,0.000932246
25,1.92549,0.00048136,0.000363449,0.00141894
26,2.12818,-0.00262152,6.59659e-05,0.00120206
27,2.33086,-0.00194041,-0.000123824,0.000739742
28,2.53354,-0.000516198,-0.000233901,0.000490785
29,2.73623,-0.000789513,-0.000322772,0.000358462
30,2.93891,-0.00095412,-0.00037921,0.000181759
31,3.14159,-0.00083941,-0.000396451,1.3555e-15
