j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00388211,-0.0230423,-2.43925e-15
1,-2.93891,0.0145558,-0.0231221,0.00186853
2,-2.73623,-0.0393369,-0.0237998,-0.000642819
3,-2.53354,-0.0429203,-0.0228615,-0.0089789
4,-2.33086,-0.0460321,-0.02016,-0.0179935
5,-2.12818,-0.0201358,-0.0155675,-0.0246991
6,-1.92549,-0.00386498,-0.0101478,-0.0271313
7,-1.72281,0.0115323,-0.00456936,-0.0263543
8,-1.52013,-0.00204893,0.000535344,-0.0253933
9,-1.31744,-0.0161972,0.00572422,-0.0272423
10,-1.11476,-0.00496116,0.0115785,-0.0293866
11,-0.912075,0.0148147,0.0176366,-0.028388
12,-0.709392,0.0872785,0.023086,-0.0180417
13,-0.506708,0.0576281,0.0249501,-0.00335661
14,-0.304025,0.0109681,0.0244467,0.00359505
15,-0.101342,-0.0232213,0.0234928,0.00235328
16,0.101342,-0.0232213,0.0234928,-0.00235328
17,0.304025,0.0109681,0.0244467,-0.00359505
18,0.506708,0.0576281,0.0249501,0.00335661
19,0.709392,0.0872785,0.023086,0.0180417
20,0.912075,0.0148147,0.0176366,0.028388
21,1.11476,-0.00496116,0.0115785,0.0293866
22,1.31744,-0.0161972,0.00572422,0.0272423
23,1.52013,-0.00204893,0.000535344,0.0253933
24,1.72281,0.0115323,-0.00456936,0.0263543
25,1.92549,-0.00386498,-0.0101478,0.0271313
26,2.12818,-0.0201358,-0.0155675,0.0246991
27,2.33086,-0.0460321,-0.02016,0.0179935
28,2.53354,-0.0429203,-0.0228615,0.0089789
29,2.73623,-0.0393369,-0.0237998,0.000642819
30,2.93891,0.0145558,-0.0231221,-0.00186853
31,3.14159,0.00388211,-0.0230423,-2.43925e-15
