j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00119566,-0.000449031,1.49538e-15
1,-2.93891,-0.00121845,-0.000424472,-0.000244649
2,-2.73623,-0.00111798,-0.000349858,-0.000481427
3,-2.53354,-0.0013399,-0.000229317,-0.000730512
4,-2.33086,-0.00175731,-5.37326e-05,-0.00104439
5,-2.12818,0.000458579,0.000194043,-0.001176
6,-1.92549,0.00298388,0.00042298,-0.00082714
7,-1.72281,0.00177455,0.000529338,-0.000344913
8,-1.52013,0.00269414,0.000562797,0.000107952
9,-1.31744,0.0019051,0.000485578,0.000574046
10,-1.11476,0.00262012,0.000330097,0.00103264
11,-0.912075,-0.00100321,6.69805e-05,0.0011965
12,-0.709392,-0.00203259,-0.000154924,0.000888847
13,-0.506708,-0.00092395,-0.000293328,0.000589226
14,-0.304025,-0.00125024,-0.000393777,0.000368891
15,-0.101342,-0.00119492,-0.000442864,0.000121095
16,0.101342,-0.00119492,-0.000442864,-0.000121095
17,0.304025,-0.00125024,-0.000393777,-0.000368891
18,0.506708,-0.00092395,-0.000293328,-0.000589226
19,0.709392,-0.00203259,-0.000154924,-0.000888847
20,0.912075,-0.00100321,6.69805e-05,-0.0011965
21,1.11476,0.00262012,0.000330097,-0.00103264
22,1.31744,0.0019051,0.000485578,-0.000574046
23,1.52013,0.00269414,0.000562797,-0.000107952
24,1.72281,0.00177455,0.000529338,0.000344913
25,1.92549,0.00298388,0.00042298,0.00082714
26,2.12818,0.000458579,0.000194043,0.001176
27,2.33086,-0.00175731,-5.37326e-05,0.00104439
28,2.53354,-0.0013399,-0.000229317,0.000730512
29,2.73623,-0.00111798,-0.000349858,0.000481427
30,2.93891,-0.00121845,-0.000424472,0.000244649
31,3.14159,-0.00119566,-0.000449031,1.49538e-15
