j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0538242,0.055152,-1.11264e-15
1,-2.93891,0.071688,0.0540464,0.0127196
2,-2.73623,0.0407671,0.0499959,0.024116
3,-2.53354,0.0487547,0.0442706,0.0331883
4,-2.33086,0.0168647,0.0365425,0.0398383
5,-2.12818,0.00783878,0.0281215,0.0423418
6,-1.92549,0.0383416,0.0193785,0.0470218
7,-1.72281,0.0289555,0.00906042,0.0538418
8,-1.52013,0.00732864,-0.00244717,0.0575189
9,-1.31744,-0.0213161,-0.0142558,0.0561014
10,-1.11476,-0.0633856,-0.0251888,0.0475176
11,-0.912075,-0.0459217,-0.0335179,0.0364402
12,-0.709392,0.0105172,-0.0399604,0.0328522
13,-0.506708,-0.0287806,-0.0468351,0.0310014
14,-0.304025,-0.0605618,-0.0525274,0.0219473
15,-0.101342,-0.0780027,-0.0557318,0.00790492
16,0.101342,-0.0780027,-0.0557318,-0.00790492
17,0.304025,-0.0605618,-0.0525274,-0.0219473
18,0.506708,-0.0287806,-0.0468351,-0.0310014
19,0.709392,0.0105172,-0.0399604,-0.0328522
20,0.912075,-0.0459217,-0.0335179,-0.0364402
21,1.11476,-0.0633856,-0.0251888,-0.0475176
22,1.31744,-0.0213161,-0.0142558,-0.0561014
23,1.52013,0.00732864,-0.00244717,-0.0575189
24,1.72281,0.0289555,0.00906042,-0.0538418
25,1.92549,0.0383416,0.0193785,-0.0470218
26,2.12818,0.00783878,0.0281215,-0.0423418
27,2.33086,0.0168647,0.0365425,-0.0398383
28,2.53354,0.0487547,0.0442706,-0.0331883
29,2.73623,0.0407671,0.0499959,-0.024116
30,2.93891,0.071688,0.0540464,-0.0127196
31,3.14159,0.0538242,0.055152,-1.11264e-15
